hedge,sentence,usage_a,usage_b,gold,hedge_gold
"se ve","Aquí Eliseo procede ""concediéndome"" sin duda por reducción al absurdo, mucho más de lo que mi tesis pedía, precisamente por eso la reducción al absurdo no funciona en este caso como argumento contra mis posiciones: no sólo no se dinama de lo que yo he señalado que el eje angular del espacio antropológico pueda funcionar como eje conductor de toda la política, sino que, evidentemente no hay por mi parte intención de poner en duda que el núcleo del cuerpo político se inscriba en el eje circular ( aunque no lo sobredetermine, ""sin saturarlo"" como matiza Bueno en el Primer Ensayo) del.E.A... insisisto: el núcleo, pero también es verdad que el núcleo <strong>se ve</strong> envuelto por un cuerpo formado por las determinaciones del mismo núcleo sobre los tres ejes del espacio antropológico, y entonces las determinaciones del núcleo sobre contextos angulares ( citando a Bueno, quien a su vez se remite a Platón: ""las fieras y los bárbaros"") da lugar a la capa cortical: pero la guerra es un fenómeno cortical;ergo... la guerra tendrá mucho que ver con la religión y por ende con los númenes.","Se ve como una propuesta interesante. (juicio)","Su casa se ve desde la colina. (ver con los ojos)",FALSE,FALSE
"considero","Para conocer mejor las impresiones de Santiago Abascal, <strong>considero</strong> interesante dejar aquí el Diálogo que ayer 2 de febrero tuvo lugar en Libertad Digital con el dirigente popular.","Yo considero que sería mejor esperar. (juicio)","Considero a Manuel como mi mejor amigo.",FALSE,FALSE
"de repente","Pero lo que vio a través de la mirilla agarrotó <strong>de repente</strong> su dedo en el gatillo: el oso estaba indefenso, con la cabeza ladeada y el cuello rígido por la tensión del lazo; de su cráneo manaba abundante sangre.","De repente sentí muchas ganas de jugar futbol.","Otro",FALSE,FALSE
"particularmente","¿Qué podemos atribuir al general Franco para que merezca el honor de que los que homenajean a la GPU y al fiscal Andrei Vichinsky en la persona de Santiago Carrillo retiren su estatua de forma tan <strong>particularmente</strong> infamante?","Esto no es particularmente divertido.","Otro",FALSE,FALSE
"basicamente","Estimados contertulios: Este artículo de la Iglesia representa <strong>basicamente</strong> si no me equivoco la postura de la Iglesia Católica en materia sexual.","La película es básicamente una parodia.","Otro",FALSE,FALSE
"encuentro","Para Rodríguez Pardo si es metafísica pero me da razones que no <strong>encuentro</strong> en la definición.","Lo encuentro un poco cuestionable. (juicio)","Me encuentro en casa de María. (ubicación)",FALSE,FALSE
"tecnicamente","En cuanto a la discusión del dominio TK, tendría que explicar aquí <strong>tecnicamente</strong> los tipos de redirección que existen y por qué técnicamente un dominio de primer nivel no es estrictamente hablando una redirección (por más que se use para dirigirlo a un servidor), aunque estemos limitados sin usar el servicio DNS y los posibles subdominios derivados del dominio principal (por eso la gente de Tokelau habla de nombres de dominio y no de redireccionadores, que corresponden a otra arquitectura de URL).","Técnicamente no es una respuesta correcta. (estrictamente)","Los resultados del estudio son técnicamente precisos. (de acuerdo a la técnica)",FALSE,FALSE
"tecnicamente","El desquiciado Gobierno cuyo advenimiento propició fatalmente una masacre de inocentes es, <strong>tecnicamente</strong>, responsable jurídico de lo que ocurra o no ocurra, de lo que ya está ocurriendo.","Técnicamente no es una respuesta correcta. (estrictamente)","Los resultados del estudio son técnicamente precisos. (de acuerdo a la técnica)",FALSE,FALSE
"mas o menos","En vez de analizar, te picas y como te picas escribes: ""Tú, pienso corrígeme si me equivoco te diriges a un despistado, confuso, hipócrita, vomitivo anarquista, <strong>mas o menos</strong> definido, con un cacao-maravillao de pena.","Me dijeron más o menos qué tengo que hacer. (poco específico)","Usa más o menos azúcar de acuerdo a tu gusto. (cantidad concreta)",FALSE,FALSE
"seguramente","En relación con este esfuerzo patriótico por crisparlos todo lo posible y más, digamos que tal vez no ha llegado aún el momento de apedrearlos en plena calle, pero <strong>seguramente</strong> ya va siendo hora de empezar a escupirles a la cara, o por lo menos a cagarnos en su p*** madre, con perdón.","El evento seguramente será un éxito.","Las contraseñas nos permiten navegar la red seguramente.",FALSE,FALSE
"se ve","Que la URSS siempre ha estado ahí no significa nada: ¿qué diferencia hay entre la URSS de 1917 hasta los años 30, donde <strong>se ve</strong> mucha miseria y sufrimiento y parece que los nazis acabarán derrotándola, y la que sale de la Segunda Guerra Mundial?","Se ve como una propuesta interesante. (juicio)","Su casa se ve desde la colina. (ver con los ojos)",FALSE,FALSE
"quien sabe","En fin, si esto prospera será malo sobre todo porque creo que la verdadera filosofía estaba penetrando paulatinamente en la enseñanza media y el efecto de eso a largo plazo <strong>quien sabe</strong> lo que hubiera supuesto.","Quién sabe si esto funcione. (incertidumbre)","¿Quién sabe cómo resolver este problema? (buscando alguien)",FALSE,FALSE
"suena","Lo siento de veras si <strong>suena</strong> rudo, pero los argumentos de Rodríguez Pardo están llenos de ""topicazos"".","Tu idea me suena bien. (juicio)","Las bocinas suenan demasiado fuerte. (sonido)",FALSE,FALSE
"necesariamente","Una filosofía implantada políticamente <strong>necesariamente</strong> debe reconocer que es imposible que la política no tenga que ver con la filosofía.","No necesariamente lloverá esta tarde. (no se sabe con certidumbre)","La política está necesariamente conectada a la economía. (inevitablemente)",FALSE,FALSE
"propongo","De momento, <strong>propongo</strong> mirar un poco a hechos históricos de interés.","Propongo que esperemos unos momentos. (juicio)","Propongo una reforma energética a nivel nacional. / Le propongo matrimonio a mi novia esta tarde. (afirmando una acción)",FALSE,FALSE
"suena","Lo de que el PIB español se resiente porque no se compren discos <strong>suena</strong> a chiste.","Tu idea me suena bien. (juicio)","Las bocinas suenan demasiado fuerte. (sonido)",FALSE,FALSE
"esencialmente","Aviso para navegantes: No cifro, como ya dije, el interés de este ejemplo y de los que siguen en su formalismo matemático sino, <strong>esencialmente</strong>, en el conjunto de ideas filosóficas que sugieren.","La película es esencialmente una parodia.","Otro",FALSE,FALSE
"parcialmente","La fundamentación de esto podría estar en la relaciones de simetría, transitividad y reflexividad dadas en el eje circular que una vez que extiende su radio de acción (al menos <strong>parcialmente</strong>) al mundo que envuelve a los animales, aunque no a los animales en sí, y una vez que se establece el contacto humano-animal, el hombre puede dar cuenta, parcialmente, de la racionalidad de las bestias, puede establecer alguna coordinación operatoria con él.","Lo que dices es parcialmente verdadero.","Otro",FALSE,FALSE
"espero","Ansioso <strong>espero</strong>.","Espero que todo salga bien. (posibilidad)","Espero tu respuesta antes del Lunes. (orden)",FALSE,FALSE
"no se","El caso de la disgregación de Yugoslavia debería servir de más que ilustrativo ejemplo para todos aquellos despistados que, tan estúpida como <strong>no se</strong> si bienintencionadamente, intentan aminorar el peligro de las tendencias secesionistas en España, amparándose en un, a su juicio, seguro freno a las mismas por parte de la Unión Europea.","No sé si sea la mejor idea. (incertidumbre)","Esto no se puede hacer en menos de una hora. (negación)",FALSE,FALSE
"por decir algo","Molina desvía la cuestión del Telos hacia asuntos muy legítimos pero que yo ahora no me siento muy tentado en profundizar, <strong>por decir algo</strong>.","Podrías salir a comer, por decir algo. (sugerencia)","Castigaron a Manuel por decir algo ofensivo. (acción)",FALSE,FALSE
"debe","Esa fobia instintiva de la Nueva Clase se <strong>debe</strong> al hecho de que el populismo es anti-intelectual en el sentido de que rechaza la distinción entre intelectuales y no intelectuales, a través de la cual los primeros gobiernan y los segundos los siguen.","Debe de ser difícil para tu familia.","La casa debe construirse en dos semanas.",FALSE,FALSE
"aparentemente","Seguramente, puedo ser acusado no sólo de sofista, sino también de hereje tanto por parte musulmana como cristiana y hasta atea, pero me pregunto si no radicará ahí uno de esos artefactos ideológicos que sirviendo, <strong>aparentemente</strong>, de ayuda, en realidad, actúan como estorbos para descubrir la realidad real, digamos.","Aparentemente habrá un concierto esta tarde. (parece que)","Otro",FALSE,FALSE
"un par","Sólo <strong>un par</strong> de aclaraciones sobre sus palabras.","Tengo un par de sugerencias. (no es clara la cantidad, puede ser mayor a dos)","La tercia vence al par en un juego de póquer. (dos)",FALSE,FALSE
"aproximadamente","&lt;&lt; Cuando uno no sabe preguntar de lo que se pregunta, en lugar de buscar respuestas y consejos, debería convencerse de que no sabe leer ni entender, o de veras no sabe ni <strong>aproximadamente</strong> hacerlo.&gt;&gt;","La pared mide aproximadamente 15 metros.","Otro",FALSE,FALSE
"sin duda","Me limito a cortar y pegar tanta refluencia de númenes en la crisis económica que es <strong>sin duda</strong> la mejor época para calar en los paletos ingenuos.","Sin duda el evento será un éxito.","Al terminar la clase, quedé sin duda alguna sobre el material.",FALSE,FALSE
"a veces","informaciones, lo que es <strong>a veces</strong> considerado como una forma de mentir: la de no","A veces puedo ser un poco molesto.","Otro",FALSE,FALSE
"casi","Y es que la dialéctica de clases es <strong>casi</strong> tan antigua como la dialéctica de estados, pero ambas muchísimo más antiguas que la dialéctica de las empresas, nacional e internacional, que es propia del capitalismo (no co-genérica) y que es uno de los caminos que conducen a los monopolios, a la formación del Imperio realmente existente &amp;c.","Casi no hay librerías en el pueblo. (se desconoce la situación)","Casi llego tarde a la junta. (se conoce la situación)",FALSE,FALSE
"algun","Para dialogar se necesita <strong>algun</strong> punto común, ¡y no lo encontramos!","Algún lápiz habrá caído por la abertura.","Otro",FALSE,FALSE
"probablemente ","El PSOE <strong>probablemente </strong>esté pagando el favor del 11 de marzo.","Probablemente sea mejor que hablemos con tu familia.","Otro",FALSE,FALSE
"supongo","Herencia del liberalismo <strong>supongo</strong>.","Supongo que hay que esperar. (juicio)","Yo no supongo nada para la comunidad. (aportación)",FALSE,FALSE
"practicamente","Resumiendo, la ""libertad capitalista"" produce las escuelas biblicas y hasta el temible ""homeschooling"", pero termina alimentando el avance general de la ciencia, como acredita la ventaja tecnológica y científica que a fín de cuentas demostraron tener los EE.UU sobre la URSS durante <strong>practicamente</strong> toda la guerra fría hasta su resolución.","La película es prácticamente una parodia.","Otro",FALSE,FALSE
"gran parte","Pagó en <strong>gran parte</strong> el haberse aliado con los &lt;&lt;rojos&gt;&gt;, pero su vida no fue un infierno, como demuestra la situación de sus propios hijos.","Una gran parte de ustedes me conoce.","Otro",FALSE,FALSE
"no se","Os pongo el enlace de un programa de la radio de la UNED sobre una teoría sobre los chamanes y el arte rupestre, en la que hablan bastante tiempo sobre la cueva de Altamira y, como suele ser habitual, <strong>no se</strong> menciona la interpretación de la teoría materialista de la religión sobre las pinturas en las cuevas de temática animal.","No sé si sea la mejor idea. (incertidumbre)","Esto no se puede hacer en menos de una hora. (negación)",FALSE,FALSE
"probablemente ","Estamos muy <strong>probablemente </strong>ante el clásico montaje al estilo soviético en el que los sirios y los iraníes han demostrado ser verdaderos maestros, para amedrentar a los países de la UE y explotar su patológica cobardía, su miserable vocación de alfombras.","Probablemente sea mejor que hablemos con tu familia.","Otro",FALSE,FALSE
"virtualmente","Veremos cómo lidia Chávez con los problemas en los años que <strong>virtualmente</strong> pueden quedarle de mandato.","Es virtualmente imposible cruzar el río.","Yo me comunico virtualmente a través de mi computadora.",FALSE,FALSE
"medio","Fue nuestra manera de no-resolver el tránsito del AR a lo que sea esto; agravándose con siglo y <strong>medio</strong> o dos siglos de ""novedades"" añadidas, claro está.","Juan está medio loco. (poco específico)","Mi asiento es el de en medio. (centro)",FALSE,FALSE
"virtualmente","Una cosa es la India, donde ya había una compleja sociedad de castas funcionando, que por cierto los ingleses en ningún momento intentaron alterar, y otra muy distinta lugares como Australia, Sudáfrica o el citado Canadá, <strong>virtualmente</strong> vacíos.","Es virtualmente imposible cruzar el río.","Yo me comunico virtualmente a través de mi computadora.",FALSE,FALSE
"un poco","Puestos a encontrar algún conflicto político en toda esta desgracia (y para ""desatascar"" <strong>un poco</strong> el debate e introducir nuevas determinaciones), para mí, uno de los más curiosos es el siguiente: la dialéctica que se está estableciendo entre la propiedad privada individual y el Estado.","Es un poco atrevido hablarle de esa manera. (juicio)","Preparé un poco de caldo para la comida. (cantidad concreta)",FALSE,FALSE
"seguro","Si ustedes saben con su ciencia retrospectiva qué fue lo que trajo el Estado del bienestar, <strong>seguro</strong> que también saben por qué la revolución no ha sido aún, y como son muy de ""izquierdas"" ahora mismo le pondrán remedio a semejante desastre para evitar eso en el inmediato futuro.","El evento seguro será un éxito.","No es seguro caminar por estas calles.",FALSE,FALSE
"podrias","¿<strong>podrias</strong>, Enrique, alargar más tu pregunta o dilema?","Podrías considerar otra solución. (posibilidad)","Tú podrías imaginar un mundo sin violencia. (capacidad)",FALSE,FALSE
"frecuentemente","La influencia y el poder de los hombres del partido, que son <strong>frecuentemente</strong> advenedizos en el comunismo –los devotos de la idea están, sobre todo, situados en el centro-, han aniquilado la influencia verdadera y la fuerza de aquellas instituciones prometedoras: los soviets.","Mis padres me visitan frecuentemente.","Otro",FALSE,FALSE
"debe","Por las tres razones expuestas, no <strong>debe</strong> de extrañar que Rodríguez Zapatero tuviera claro desde el principio que fue el terrorismo islamista el autor material de la masacre.","Debe de ser difícil para tu familia.","La casa debe construirse en dos semanas.",FALSE,FALSE
"imagino","Estimado Felipe, me <strong>imagino</strong> que sabrás que en este preciso momento los tenemos en casa.","Imagino que hay que actuar cuanto antes. (juicio)","Imagino un mundo sin violencia. (capacidad)",FALSE,FALSE
"la mayoria","Yo no he dicho que el cava catalán no sea español, ni creo que lo digan <strong>la mayoria</strong> de los que han seguido el boicot.","La mayoría de ustedes me conoce.","Otro",FALSE,FALSE
"alguna","Aún pienso que a muchos ""intelectuales"" les da vergüenza decir que leen cómics, o que los han leído, y sin embargo no se cortan en decir a todo el mundo que leen <strong>alguna</strong> novela multipremiada que resulta ser una bazofia.","Alguna pluma habrá caído por la abertura.","Otro",FALSE,FALSE
"suena","Otra cosa es que yo esté escribiendo como dice Pardo con eso de ""la zambomba que no <strong>suena</strong> es precisamente la oquedad de tu discurso"" (Y si en lo dicho yo estoy equivocado le pido mil perdones!),","Tu idea me suena bien. (juicio)","Las bocinas suenan demasiado fuerte. (sonido)",FALSE,FALSE
"esencialmente","Por tanto, esto está construido en un sentido marxista, queriendo decir que, para que el precio sea justo,siempre debería corresponder al costo que en la Edad Media era <strong>esencialmente</strong> costo laboral (17).","La película es esencialmente una parodia.","Otro",FALSE,FALSE
"un poco","No pretendo ser desagradable, sólo le meto a la cosa <strong>un poco</strong> de salsa.","Es un poco atrevido hablarle de esa manera. (juicio)","Preparé un poco de caldo para la comida. (cantidad concreta)",FALSE,FALSE
"deberia","Como veo que Antonio Muñoz está en soliloquio, me gustaría hacerle alguna puntualización sobre alguna de las ideas que utiliza, en la versión que su MFLA le da a entender -que, como ha dicho Joaquín Robles con toda razón es una malversación de siglas, pues <strong>deberia</strong> eliminar lo de Materialismo Filosófico, salvo que admita una yuxtaposición de dos filosofías completamente antitéticas-, a saber:","Debería ser difícil para tu familia.","La casa debería construirse en dos semanas.",FALSE,FALSE
"relativamente","El hecho de que sea forista <strong>relativamente</strong> nuevo no es ninguna excusa para ello, desde luego, pero la cuestión central es que estoy totalmente de acuerdo en que debimos partir de lo ya hecho, o al menos de lo ya roturado (una palabra que suele gustar mucho en estos foros, por lo que veo) en estos mismos foros.","Esto debería de ser relativamente sencillo.","Otro",FALSE,FALSE
"la mayoria","Esto es una peculiaridad del bonobo, ya que en <strong>la mayoria</strong> de los primates (incluido el chimpancé) los machos son dominantes.","La mayoría de ustedes me conoce.","Otro",FALSE,FALSE
"varios","No, no es broma, según publica la edición digital de 'El Mundo' la Universidad de Oxford por medio de <strong>varios</strong> grupos de investigación plantea gastarse esa millonada.","Tenemos varios servicios disponibles.","Otro",FALSE,FALSE
"pienso","Otra cuestión es lo que se refiere a sus opiniones y actuaciones políticas, cuestiones estas que deben debatirse en otra línea, porque <strong>pienso</strong> que precisamente en Almodóvar (no así en otros), no interfieren de forma determinante en su cine y sus historias.","Pienso que hay que esperar. (juicio)","Yo pienso en ti todas las tardes. (acción de pensar)",FALSE,FALSE
"un par","Por supuesto que no soy capaz de descifrar el texto de Fernando Arrabal (creo que ni con <strong>un par</strong> de porros).","Tengo un par de sugerencias. (no es clara la cantidad, puede ser mayor a dos)","La tercia vence al par en un juego de póquer. (dos)",FALSE,FALSE
"basicamente","No quiero cargar este mensaje con una extensa enumeración de textos del citado libro de Bueno, que corresponden <strong>basicamente</strong> a la cuestión 2ª El conflicto entre la Religión y la Ciencia, y me permito tratar de resumir, burdamente,discúlpese mi torpeza y/o atrevimiento por ello","La película es básicamente una parodia.","Otro",FALSE,FALSE
"tecnicamente","Por cierto que <strong>tecnicamente</strong>, Dogville es una total innovación, se desarrolla por entero en: ¿un pueblo de alta montaña?.","Técnicamente no es una respuesta correcta. (estrictamente)","Los resultados del estudio son técnicamente precisos. (de acuerdo a la técnica)",FALSE,FALSE
"quien sabe","Tan embebidos estamos en el proceso desde arriba de la desintegración de la Nación Española (y la resistencia de la amplia mayoría de la ciudadanía, como se ha visto en la última manifestación, epígono de otras anteriores y <strong>quien sabe</strong> si prólogo de lo que vendrá) que no hemos reparado en esta -a mi juicio- importantísima noticia, ni siquiera para hacer un comentario de soslayo sobre ella.","Quién sabe si esto funcione. (incertidumbre)","¿Quién sabe cómo resolver este problema? (buscando alguien)",FALSE,FALSE
"puede","Por ejemplo: a un nacionalista catalán le da igual la respuesta que se <strong>puede</strong> dar a la cuestión de si existe o no una cultura española común.","Esta ruta puede ser peligrosa. (posibilidad)","José puede entrar gratuitamente con su credencial de estudiante. (capacidad)",FALSE,FALSE
"algo","y como ser <strong>algo</strong> más que un hombre sin más es aquél exceso de animalidad, aquella personalidad exacerbada por la fama o por lo que sea, a ese tal no sólo lo llamamos hombre por distinguirse del ganado, sino también sabio o filósofo, esto es, un hombre de verdad, para denotar así su diferencia y distinción respecto de los animales humanos vulgares y del humano vulgo, que no busca tanto lo eterno, la fama vividora donde las flaquezas descansan y las desdichas reposan de nuestro Calderón.","Su salud es algo delicada. (se desconoce el grado)","Vi que algo se estaba moviendo. (se conoce la situación, no necesariamente los detalles)",FALSE,FALSE
"quiza","La única objeción que podría hacerle por mi parte es que al presentar así la cuestión, <strong>quiza</strong> pequemos de un excesivo formalismo.","Quizá sea mejor que hablemos con tu familia.","Otro",FALSE,FALSE
"no se","Si España desaparece entonces podremos llegar a la conclusión de que sí hacía falta una dictadura comisarial para salvar la Constitución, al Estado y a la Patria pero que <strong>no se</strong> hizo uso de tal instrumento.","No sé si sea la mejor idea. (incertidumbre)","Esto no se puede hacer en menos de una hora. (negación)",FALSE,FALSE
"de repente","40. ¿Por qué cambia <strong>de repente</strong> la dinámica de envíos de dinamita a los islamistas?","De repente sentí muchas ganas de jugar futbol.","Otro",FALSE,FALSE
"practicamente","El PSOE brota <strong>practicamente</strong> de la nada en 1976-1977.","La película es prácticamente una parodia.","Otro",FALSE,FALSE
"aparentemente","Acaso me instruyeron progres inconsecuentes, pero con los rudimentos geográficos me dieron a conocer un estudio en el cual se demostraba que unos bombardeos sobre Vietman, <strong>aparentemente</strong> erróneos (matarían a pocos o destrozarían pocas casas), estaban científicamente calculados para que, cuando llegaran las regulares y torrenciales lluvias de la zona, los diques no sirvieran para nada.","Aparentemente habrá un concierto esta tarde. (parece que)","Otro",FALSE,FALSE
"algunos","Lo que sí podemos echarle en cara al Teclen es su supina hipocresía, llamando a la Espe fascista y tratando de ocultar sus propias verguenzas al respecto: no sólo haber sido ""franquista"" como tantos otros, ni tampoco haber militado en las filas de la corriente más ""fascista"" ´( y en <strong>algunos</strong> casos incluso ""filonazis"" como es el caso de algún renombrado profesor de ética etc) del régimen, si no- sobre todo- haber tratado de echar tierra sobre su propia ""memoria histórica"" incluso al verse ""pillado"" ( "" son todas falsas"", etc).","Algunos dicen que murió ahogado.","Otro",FALSE,FALSE
"algun","Ahora bien, parece que el simple hecho de que la generen ya implica de suyo <strong>algun</strong> tipo de colaboración con el empresario y sus planes.","Algún lápiz habrá caído por la abertura.","Otro",FALSE,FALSE
"de repente","Trata de imaginar que en ""la guerra de las galaxias"" (por ejemplo) se interrumpiera la narración para contarnos que Han Solo se ha ido a jugar un dominó... y que la historia estuviera veinte minutos parada con el personaje de Han Solo jugando al dominó... sería insoportable sobre todo si <strong>de repente</strong> se levanta, se va y dice ""me voy que es tarde y tengo muchos malos que matar"", es decir, la partida de dominó no habría tenido ninguna función en la historia (salvo la de estropearla).","De repente sentí muchas ganas de jugar futbol.","Otro",FALSE,FALSE
"alguno","Simón Royo se mueve en lo que Gustavo Bueno llama la izquierda indefinida, porque en el fondo no se ve proyecto político <strong>alguno</strong>.","Pedro no dejó rastro alguno.","Otro",FALSE,FALSE
"practicamente","No conduce ni teóricamente ni <strong>practicamente</strong> a nada de nada.","La película es prácticamente una parodia.","Otro",FALSE,FALSE
"siento","A pesar de tan crueles reflexiones, yo me <strong>siento</strong> arrebatado de gozo por los grandes pasos que ha dado nuestra República al entrar en su noble carrera.","Siento que podríamos trabajar más a fondo. (juicio)","Siento un dolor fuerte en el estómago. (sensación física)",FALSE,FALSE
"siento","Sobre transponer ideas de la Grecia clásica ya he mencionado en lo dicho arriba (<strong>siento</strong> poner este vocablo que revela mi prejuicio franquista) que no sólo me refería a que el latín de Bueno tiene su base conceptual en el vocabulario político que nos lega Grecia, sino a que en el paso de unas categorías (de la lengua griega a la latina) se pierden matices importantes y, sobre todo, a que yo había recogido anteriormente la idea de ""comunidad política"" aristotélica (explicitación de los principios) que encuentro más racional y más consistente que la del Estado de Bueno, pese a que el segundo filósofo sea mi contemporáneo y el primero no.","Siento que podríamos trabajar más a fondo. (juicio)","Siento un dolor fuerte en el estómago. (sensación física)",FALSE,FALSE
"la mayoria","En las guarniciones de los estados Aragua y Carabobo los rebeldes tomaron <strong>la mayoria</strong> de las instalaciones militares y la Escuela Básica de la Aviación.","La mayoría de ustedes me conoce.","Otro",FALSE,FALSE
"puede","Podemos pensar en el mundo de la ficción como aquél que parece más alejado de la realidad empírica, primogenérica... Así por ejemplo-, en el Gargantua y Pantangruel de Rabelais todo <strong>puede</strong> ser desmesurado por proyección de aquella base empírica, y sin embargo y precisamente por eso jamás hay ahí ni un solo concepto ni palabra que haya arrancado de un mero lenguaje exento, de un lenguaje en sí mismo.","Esta ruta puede ser peligrosa. (posibilidad)","José puede entrar gratuitamente con su credencial de estudiante. (capacidad)",FALSE,FALSE
"seguido","Asuntos manifiestamente falsos o erróneos y que cualquiera que haya <strong>seguido</strong> mis mensajes en el foro puede ver por sí mismo:","Mis padres me visitan muy seguido.","Otro",FALSE,FALSE
"aproximadamente","Estimados contertulios: Conviene recordar dos características del intercambio internacional: que los países industriales son los grandes exportadores mundiales, y que, y éste es un aspecto que merece destacarse especialmete, el grueso del comercio mundial tiene lugar en el propio seno de los países industrializados: la mitad <strong>aproximadamente</strong> de los intercambios totales.","La pared mide aproximadamente 15 metros.","Otro",FALSE,FALSE
"algo","De cualquier modo, cómo no se en qué sentido podría convenirme el no discutir <strong>algo</strong> cuando soy yo quien ha abierto la discusión, y no me consta que tenga nada que ganar (salvo aprender) ni que perder (salvo mi ignorancia) en el debate he de aceptar por tanto que lo más probable sea por incapacidad mía, pero, como soy consciente de varías, y a lo mejor esta incapacidad la desconozco le agradecería a José Manuel que, en público o por correo privado, me es indiferente, me la dijera (pues no hay mejor favor que el que a uno le digan sus defectos y/o déficits).","Su salud es algo delicada. (se desconoce el grado)","Vi que algo se estaba moviendo. (se conoce la situación, no necesariamente los detalles)",FALSE,FALSE
"propongo","Dejo para otra intervención la cita de este artículo y el debate que <strong>propongo</strong>: ¿Qué pretende criticar, decir, ""Dogville""?","Propongo que esperemos unos momentos. (juicio)","Propongo una reforma energética a nivel nacional. / Le propongo matrimonio a mi novia esta tarde. (afirmando una acción)",FALSE,FALSE
"deberias","Antes que nada <strong>deberias</strong> leerte &lt;España frente a Europa&gt; y &lt;España no es un mito&gt; de Gustavo Bueno, así comenzarías por una mínima base.","Deberías considerar otra solución.","Tu deberías imaginar un mundo sin violencia.",FALSE,FALSE
"ocasionalmente","Mientras que la cámara documental lleva a la audiencia Americana una mezcla de actitudes y hechos en películas como la golpeadora de Bush Fahrenheit 9/11 y la crónica del escándalo ""Enron: Los Chiquillos más listos del Cuarto también está descubriendo su trayectoria dentro del corazón político en el exterior, <strong>ocasionalmente</strong> como aquí, yendo donde las noticias convencionales no se pueden arriesgar.","Ocasionalmente visito a mis tíos en España.","Otro",FALSE,FALSE
"parcialmente","Ferrín citó a Ignacio Olagüe y su libro La revolución islámica de Occidente, publicado en 1974, que inspira <strong>parcialmente</strong> sus tesis: en el 711 Hispania sufre una revolución entre partidarios de Rodrigo, trinitarios, y de Witiza, de carácter arriano, que niegan la divinidad de Cristo y por lo tanto la Trinidad.","Lo que dices es parcialmente verdadero.","Otro",FALSE,FALSE
"reducido","Pero en el contexto de la yihad islámica (etic) es una pieza mecánica de su engranaje, alguien cuya libertad se ha <strong>reducido</strong> al cero.","El espacio para convivir es reducido. (pequeño, pero sin especificar)","Los fondos para el arte se han reducido. (disminuido; bajado)",FALSE,FALSE
"bastantes","Bien por la filosofía de algunos miembros de este foro (que tengo entendido es filosófico)...la de ellos es la guerrera y por cuanto defienden, es la del tipo de... ""a sangre y fuego""; y así pues ya se sabe, veamos como va lo de Irak, Chechenia, Afganistan, Israel/Palestina y otros; pero lo que más me sorprende es la poca educación con que se expresan algunos brutos, que a lo mejor tienen colgado algún título, seguro que inservible incluso para limpiarse el culo; yo seguiré colgando ""los mios"" aquí pues afortunadamente los leen <strong>bastantes</strong> visitantes y con ellos y aun cuando no sepa quienes son, con su visita y silencios ya me siento bien gratificado.","Hay bastantes cosas por hacer.","Otro",FALSE,FALSE
"esencialmente","Es decir, que aquí la mentira política, que es <strong>esencialmente</strong> filosófica, tiene una funcionalidad concreta.","La película es esencialmente una parodia.","Otro",FALSE,FALSE
"mas o menos","Su padre, que también lo era, logró <strong>mas o menos</strong> desahogarse con unos engendros de pseudonovelas llenos de homosexualidad sublimada, noveles que el establishment franquista le premió, apenado de haber dejado a un Guía de la Revolución Falangista tan abandonado como le dejó.","Me dijeron más o menos qué tengo que hacer. (poco específico)","Usa más o menos azúcar de acuerdo a tu gusto. (cantidad concreta)",FALSE,FALSE
"por decir algo","¡¡Clamo al moderador para que dilucide quién insulta y provoca aquí y no nos meta a todos en el mismo saco!! Aquí te llaman chequista <strong>por decir algo</strong> tan obvio como que la Revolución tiene enemigos y ¿encima hay que callarse?","Podrías salir a comer, por decir algo. (sugerencia)","Castigaron a Manuel por decir algo ofensivo. (acción)",FALSE,FALSE
"diria","Entiendo la importancia del Estado en tus palabras, pero no cualquier ciudadano es el Estado como para decidir lo que es conveniente para la eutaxia sino estaríamos bien ""fregados"" todos ante la ""subjetividad"" de cualquier loco (y <strong>diria</strong>... fascista) que diciendo que lo hace por el bien de todos elimina a la parte humana que más le desagrada: sólo, porque sí.","Yo diría que hay que esperar. (juicio)","Mi padre diría que eso está mal. (acción)",FALSE,FALSE
"diria","Por repetir la metáfora familiar, se <strong>diria</strong> que no parecen valorar a sus padres, abuelos, bisabuelos y prefieren darle la razón a los enemigos de España (de lo que queda de su ortograma imperial generador y su historia, como plataforma material desde la que construir proyectos de futuro).","Yo diría que hay que esperar. (juicio)","Mi padre diría que eso está mal. (acción)",FALSE,FALSE
"un poco","Poner un texto de 20 o 30 folios en el foro, sería quizá <strong>un poco</strong> fuera de lo que es el sentido y ""forma"" de un foro en internet, me parece.","Es un poco atrevido hablarle de esa manera. (juicio)","Preparé un poco de caldo para la comida. (cantidad concreta)",FALSE,FALSE
"medio","Un día el kilo de patatas equivaldría a <strong>medio</strong> kilo de zanahorias, a 1 kilo de tomates y a 2 kilos de manzanas, y otro día (según factores como la demanda, la escasez, la calidad, el clima &amp; c.) la equivalencia sería distinta.","Juan está medio loco. (poco específico)","Mi asiento es el de en medio. (centro)",FALSE,FALSE
