segment	proposition	belief_type
Alvaro Uribe debe ser el proximo presidente.	debe	NH
Supongo que a ti, que se ve que la escuchas, te ha de haber encantado que fue la primera en revelar el parentesco de la familiar incomoda de la momia del rebozito, en el caso de las rosticerias de hermosillo, no?	se ve	HREL
se ve claramente a partir del minuto 1:10 como usa su poder mental para manipular al otro jugador...	se ve	NH
sin duda que mejoraría la perspectiva de la universidad en general, pero eso depende de los que la dirigen y no de nosotros	sin duda	HREL
Las primeras veces no notaras un cambio radical, si es seguido obvio que es dañino y te puede causar caída de cabello y malograrlo en general al igual que tu cuero cabelludo.	seguido	HPROP
Creo que deberias leer antes los anteriores mensajes y te daran algunas direcciones.	deberías	HREL
son la segunda fuerza opolitica del pais y todo lo mandaron al EXCUSADO principalmente en el DF.	principalmente	HPROP
Por otro lado no tenian bastantes fuerzas para atacar la URSS, la mayor parte de sus divisiones se encontraban en China y solo hubieran podido disponer de una docena de divisiones, insuficientes a todas luces.	bastantes	HPROP
Como jubilado del IMSS supongo que paso un friego de anios haciendose guey para malatender pacientes.	supongo	HREL
Yo te pongo lo anterior para ver si "la ves", para ver si te abstraes de tu reducido plano fisico y tratas de ir mas alla.	reducido	HPROP
Por eso le sugiero a él y a otros interesados .	sugiero	HREL
multiples regulaciones y realizado varias afirmaciones inciertas.	multíples	HPROP
A Ventanilla no estoy seguro, pero la última que va con dirección a Villa el Salvador pasa por aquí temprano nomás, aproximadamente a las 10:00 p.m. de la noche.	aproximadamente	HPROP
Si usted ve que alguien no ***ple con las reglas, hágaselo saber al Staff y el mismo se encargará del problema.	alguien	HPROP
bien, el tema lo debemos forear con calma, segun se, carlos, el reino de DIOS esta en el cielo y en la tierra lo representa la IGLESIA y la iglesia en si somos todos los seres humanos que lo deseemos o seamos " elegidos " y ocupemos los cargos ecleciasticos o los multiples grupos de laicos.	multíples	HPROP
me imagino que esto queda en la zona norte pero en el mapa no lo encuentro	encuentro	NH
En mi opinión el no poder ser idealista es bastante triste, a todos nos mola el rollito Maquiavelo, pero no podemos justificarlo realmente igual que no puedo el en su dia salvo sustituyendo los valores imperantes en sociedad.	bastante	HPROP
Un papel estelar junto a un ídolo como Jorge Negrete era una puerta lo bastante grande para que la cruzase sin reparos una mujer dotada de tanto carisma y autoestima.	bastante	HPROP
¿Os encantan las definicones eh? pues esta vez paso de poneros el link a wikipedia que no creo que haga ni falta.	creo	HREL
Cuando dices que esperas al hombre perfecto para ti, asumo que te refieres a que esperas encotrar una pareja y tener una relacion de enamorados.	asumo	HREL
Mira Tío, muy al margen de si eres ateo o creyente, déjame decirte que necesitas ir a ver a un psicoanalista, y te lo digo en serio, porque tu no has nacido adelantado a tu tiempo, ni eres futurista, de hecho ni siquiera sabes escribir y argumentar correctamente, solo tienes un par de argumentos los que repites constantemente, y no te da para enfocar el tema de otros ángulos, puesto que si es verdad lo que dices esta verdad debería poder ser demostrable desde diferentes ángulos... te acabo de presentar un nuevo enfoque, y lo obvias, porque no tienes la capacidad de cuestionarlo..... de hecho tu vocabulario es bastante limitado y no te sabes mas adjetivos que decir "febril imaginación"	un par	HPROP
que en esos pueblos de la sierra raramente hay robos, porque LA MISMA GENTE ayuda, y es una excusa estupida eso de que ''puede tener un arma blanca y apuntarte'' si entre 7 u 8 se lo inmoviliza no tiene oportunidad de sacar ningun arma y mientras se lo sostiene se le quita el arma y se quedo desprotegido, se llama el serenazgo y un chorito mas a la carcel, es facil, solo que la gente es indolente e indiferente, solo piensa en sexo y comida	raramente	HPROP
esto no tiene sentido alguno	alguno	HPROP
No creo que pague, probablemente cobre.	probablemente	HREL
conozco muchas como tu lo señalas y generalmente los tienen y le ponen niñera o sus familias las cuidan.	generalmente	HPROP
Por otro, si bien rara vez hago comentarios suelo entrar mucho al foro, para informarme sobre algún tema en particular o para "ver qué onda" y últimamente cada vez que entro en la mesa redonda hay una página entera de threads nuevos que se podrían resumir en 2 o 3 y eso lo que genera es que quizá otra información relevante quede relegada o perdida.	rara vez	HPROP
Mientras ustedes haterean en PES14 yo sigo jugando Nintendo World Cup  ok, fuera de bromas, los peores juegos de este año para mi fueron el RE Operation Raccon City y....uhmm...creo que nada mas, ¿por ahi lei que Last of US es mal juego?	creo	HREL
Yo pense que la linea 34 era un vago recuerdo de mi niñez, hasta que por mi casa una vez se abre una cochera para que entre un auto y veo al fondo un vejestorio azul con techo blanco y franjas amarillas, todo empolvado el pobre bus seguro que no avanza solo ni un miserable metro, el techo parecia plomo.	seguro	HREL
Hemos eliminado gran parte de los elementos aleatorios de DotA para que depend‡is m‡s de vuestra habilidad que de vuestra suerte.	gran parte	HPROP
Ha la muerte de Muhammad, Khalil derroto a una coalicion de ejercitos arabes politeistas que se proponian destruir a la comunidad musulmana durante el reinado del califa Abu Bark, pero aun en tiempo de Muhammad, tres meses despues de su conversion Khalil partio con un ejercito de 3000 hombres a la region de Mutah en Siria que era territorio Bizantino, se enfrento en una batalla contra el ejercito bizantino que era de 200.000 contando sus tropas arabes auxiliares, khalil fue derrotado pero salvo gran parte del ejercito.	gran parte	HPROP
Yo fumo ocasionalmente.	ocasionalmente	HPROP
Claro, claro, y de seguro que todos escribimos igualito, hasta con el mismo color de letra así como su amiguito el baneado TRES VECES olivercap.	seguro	HREL
En realidad tengo 30 juegos, pero asumo que mucho de ellos algun dia los pasare.	asumo	HREL
puede ser qe el faso me haya bajado la presion un toqe porque me suele pasar eso de vez en cuando, y maquine mal con la panza y la pasti me tiro para abajo.	puede	HREL
Lo primero que les voy a mostrar son las señales que ellas mandan y que son por demás clarísimas, aunque, en verdad, supongo que ustedes ni cuenta se dan..,	supongo	HREL
Y sí, suena a flatulencia porque está bien AL PEDO.	suena	HREL
Seria bueno que regrese Zona de Miedo.... me imagino que para hacerle competencia al programate de Carlin "Psiquicos"...	imagino	HREL
Lo hicieron casi sin publicidad y nadie sabe que es lo que hicieron allá y que es lo que tienen montado.	casi	HPROP
El doctor que me atendió sí me dijo que es posible que no salga con un 20/20, eso puede ocurrir, es más, hasta sé que en algún tiempo puede regresar, incluso puedes necesitar lentes para ver de cerca, y no exactamente porque el laser haya dañado tu ojo, sino que a veces la miopía puede estar cubriendo alguna otra carencia visual... particularmente el problema que a mí me ha surgido es que mis ojos se llenan de grasita, y es que mis pestañas son de tipo graso, y cuando usaba lentes toda esa grasita se quedaban en las lunas (ahhora entiendo porque no me duraban las resinas!), pero ahora que ya no los uso se me van a mis ojos cuando duermo, la solución que me han dado es lavarme las pestañas con agua y un poquito de champú, pero en realidad deshacerse de los lentes es una maravilla, yo estoy super feliz!!!	particularmente	HPROP
Lo de amloista.. lo podria pasar...	podria	NH
Las diferencias estan en que el MDMA funciona principalmente liberando serotonina, mientras que la Mefedrona funciona principalmente liberando dopamina.	principalmente	HPROP
Pero de esa manera asi como piensan los jovenes y varones en la actualidad, basicamente las posibilidades que te tomen en serio son bajas, serias mas que todo el levante de una noche, ahora si le gustas claro te va seguir buscando para otras veces mas y si es desacomplejado o sumamente monse quiza se enamore de ti.... no digo que sea malo, pero asi estan las cosas ahora.	básicamente	HPROP
Claro que hay quien se burla de lo que hacen los demás, pero por todos lados existen personas que se dedican a eso, dime si no es así, claro que hay quien se burla pero a la goma con ellos, y mira que yo tengo cada compañero de trabajo que a lo único que se dedican es a ver la paja en el ojo ajeno y que etiquetan a la gente por su edad, su modo de vestir, su vida privada, etc. y ahí pues ni modo de mentir.	hay quien	HPROP
En la TV veo muy frecuentemente los anuncios de Open English.	frecuentemente	HPROP
Cortés planeó una victoria en base a la estrategia: fue sobornando con tesoros a gran parte de los hombres de Narváez, luego abandonando Tenochtitlán cayó sorpresivamente sobre Narváez en Cempoala; quien inútilmente intentó organizar un contraataque, ya que sus propias huestes habían saboteado la artillería y caballería, quedando tuerto durante la reyerta fue hecho prisionero.	gran parte	HPROP
Un niño no tiene personalidad porque los padres deciden por él; a medida que crezca, ese niño irá desarrollando sus gustos y creencias, generalmente ayudado por sus amigos, ya que son los que le darán un aire fresco a su perspectiva en la vida.	generalmente	HPROP
a veces, tienes que utilizar contracciones y, a veces, no.	a veces	HPROP
Es que el ser humano es así, tiene su alta cuota de irracionalidad, sino mira que aún existen comunistas a pesar de habérseles derrumbado un muro en sus narices hace un par de décadas.	un par	HPROP
asumo que anteriormente ya haz tenido postpago ?	asumo	HREL
Desde mi punto de vista cuando se trata de necesidades basicas del ser humano tales como la salud, es inhumano poner costos elevados y que cualquier persona no pueda atenderse (como sucede en la mayoria de los paises occidentales, EUA es el UNICO pais donde no hay cobertura universal de salu... Bien ganado el mote de "paraiso capitalista" -porque en ese fatidico sistema solo eres feliz si tienes dinero-).	la mayoría	HPROP
Como veo que no hay problema en mencionar proveedores de servicios, aqui les dejo uno: en este yo confio porque siempre he trabajado con el.	confío	HREL
El de Metroid Prime Hunters me parece chévere.	parece	HREL
Para mi hay multiples razones para estar en contra de los toros, a las ya conocidas de crueldad y tortura hacia los animales, me planteo otro problema mas profundo y es " hasta que punto el animal humano tiene derecho a imponer sus normas a las otras especies animales"	multíples	HPROP
Yo confio en un buen resultado para la vuelta en Trujillo.	confío	HREL
eso me paso un par de veces, creo que es porq alguien te quiero joder o una venganza o envidia de que salgas muy papi en tu foto de perfil.	un par	HPROP
Era el “lazo” uno de sus medios ofensivos: montados los que le seguían en ligeros caballos, se precipitaban sobre las filas del enemigo revoloteando el lazo y haciéndolo caer sobre los que querían sacar de ellas, y en seguida ataban la otra extremidad de la cuerda a la cabeza de la silla del caballo que montaban y partían veloces arrastrando tras si al que habían lazado, y que rara vez quedaba con vida; todas estas operaciones se efectuaban en pocos momentos, y por lo común el jinete y el caballo escapaban de las balas, debido a la rapidez del asalto.	rara vez	HPROP
No se porque pero al no estar la seleccion de MI MEXICO QUERIDO simplemente y ocasionalmente veo los partidos buscando algun buen juego de conjunto o una genialidad pero ya no con el HUMOR de antes cuando estaba en juego la participacion de la seleccion mexicana.	ocasionalmente	HPROP
No sé si habrá algun compatriota aquí, me imagino que si...	imagino	HREL
Seguir comprando mas diarios y empresas supongo	supongo	HREL
