segment	proposition	belief_type
Lo de chingar sí que me suena vaya.	suena	HREL
La verdad que he visitado bastantes sitios, pero aún me quedan muchos.	bastantes	HPROP
En la calle no se venden drogas, no hay atracos ni nada parecido, bueno, muy ocasionalmente, yo en seis años solo vi un atraco de un taxista.	ocasionalmente	HPROP
TeresaGarcia, la harina de chana dal se llama también besan, igual preguntado así la puedes encontar en alguna tienda.	alguna	HPROP
yo porque ya no como esas cosas pero buena la morcilla.. buen rica rica que diria el arguiñano (otro que echamos de menos.. vosotros no? jeje)	diria	NH
Pues yo estoy más con  que con ... supongo que tambien soy un poco virtualmente antisocial pero considero que ya hay suficientes "malentendidos" en mi vida debido a barreras culturales e idiomaticas como para añadir un exceso de los que se producen por no hablar cara a cara.	considero	HREL
La otra cosa que se suele hacer por estas épocas es plantar...su jardín de hortalizas o flores, etc. En realidad con el clima que tenemos ahora, en la ciudad de Toronto por lo menos, yo y mucha gente ya, suelo plantar mucho antes...raramente hay ya heladas graves en Toronto en Abril...pero cuando yo era pequeña lo normal era esperar hasta que llegara el Victoria Day...por las dudas.	raramente	HPROP
Y por otro lado lo de las "escorias nucleares" que particularmente es lo que mas me preocupa a mi, pues ya que contaras como es que las eliminan de forma economica para incrementar las ganancias.....	particularmente	HPROP
reconozcamos que en latino américa hacen un cine muy malo por lo general... con sus excepciones como el cine argentino y a veces el mexicano pero el resto... puufff da miedo ver eso sin haber visto un trailer por lo menos :)	a veces	HPROP
supongo que la gente tendrá un seguro privado para cubrir lo que no paga la seguridad social de UK.	supongo	HREL
En mi casa siempre hemos tenido perros, y te entiendo.	entiendo	HREL
Espero que este hilo ayude a alguien, si teneís algo para añadir, os agradezco.	alguien	HPROP
Una organización social que condena a la mayoría de la juventud a la marginación, a gran parte de la población activa al desempleo, a los jubilados a aspirar únicamente a la supervivencia, a los niños a crecer en un ambiente donde reina el mercantilismo más chato, y al conjunto de la población a tener como referencia básica en la vida la puerilidad y la superficialidad.	gran parte	HPROP
Yo diria que con una hipoteca, clases en la universidad y bastante dinero en el banco no deberia de haber mayores problemas, pero no quiero asegurartelo, no vaya a ser que luego te lo denieguen y me eches la culpa :P, aunque si no te lo conceden a ti con hipoteca y dinero no se a quien se lo van a dar entonces.	diría	HREL
Porque tengo la impresión que entienden parcialmente lo que quieren y yo quiero que entiendan la realidad, no la ficción!!! ;-)	parcialmente	HPROP
PD: alguien me podria decir, a que podría equivaler un ciclo de grado medio y superior (Técnico y Técnico superior) en producción por mecanizado?	podría	HREL
Me sumo a las búsquedas de habitación por una temporada en NY, en mi caso es menos tiempo, voy por trabajo solo tres meses y en principio me iria sobre el 15 de julio aproximadamente pero me tengo que buscar yo el alojamiento.	aproximadamente	HPROP
Existe alguna posibilidad de alquilar, aunke sea adelantando varios meses (además de fianza)?	varios	HPROP
Por eso, trabajar como au pair parece ser un excelente compromiso.	parece	HREL
Si a alguien esta interesado en conocer gente nueva, me ofrezco voluntaria jeje!! Un besote a todos los callejeros viajeros :P!!	alguien	HPROP
una lástima, pero yo no puedo la próxima semana ya que trabajo por la tarde y termino bastante tarde también.. ;) quiza en tu próxima visita!! De todas formas, quizá alguien de los frecuentes por aquí puede quedarte un ratillo!! Suerte!	quizá	HREL
Espero que os vaya bien y quien sabe, igual un dia cuando volvais a Malaga echais de menos cosas del norte.	quién sabe	HREL
De todo habrá, , pero a veces la gente va porque en el médico de familia les han dado número para una semana y no pueden esperar.	a veces	HPROP
Aqui en Turquia no se puede beber agua del grifo en Estambul, Ankara y Eskişehir.	no se	NH
La probabilidad de muerte en la piscina (1 en 11.000) frente a la muerte por arma (1 en 1 millón o más) ISN Ni siquiera cerca: Molly es aproximadamente 100 veces más probabilidades de morir en un accidente de natación en casa de Imani que en disparos a Amy."	aproximadamente	HPROP
Ya que has abierto el hilo, alguien sabe donde comprar pimentón bueno y los pimientos estos secos, no sé como se llaman, choriceros?.	alguien	HPROP
particularmente, me parece la misma estupidez que decirle a alguien que preocupado por el medio ambiente que vaya a trabajar a caballo (en bici no, que su producció industrial contamina) y que se ilumine con la luz de unas velas hechas de cera respetuosa con la idosincrasia de las abejas.	particularmente	HPROP
que la gente se hace preguntas una vez lo ve,y tal vez se vayan,tal vez no,pero se lo creen.que	tal vez	HREL
O quiza en esa ciudad siempre se usan asi.	quizá	HREL
Si vivis por Washington DC o alrededores (o venis por aquí frecuentemente) y os animáis responded a este hilo!!!	frecuentemente	HPROP
Este hotel esta preparado para basicamente gente que necesita dormir y en vez de pasar la noche tirado en el aeropuerto (cosa que tengo experiencia y mientras pueda NUNCA MÁS haré) puedas tener un lugar donde dormir y descansar.	básicamente	HPROP
Quería saber si alguno de vosotros, o alguien que conozcáis, se había traido el coche de Espana y cuánto aproximadamente podría costar.	alguno	NH
ya, pero en el post 13 especulo y amplío los detalles de tan ridícula norma jajajaja	especulo	NH
Además, frecuentemente no se trata de ideología, sino de oportunidad de hacer carrera dentro de la política.	frecuentemente	HPROP
"Una cosa que la gente olvida es que en la sociedad (generalmente) no hay un complot extraterrestre para que estemos como estamos".	generalmente	HPROP
Si haces que un oso sobreviva a base de vegetales, puedes conseguir que tenga una alimentación relativamente sana.	relativamente	HPROP
Es muy sencillo de manejar y asi no tendras intermediarios bancarios, ya que alli en Suramerica los bancos suelen ser bastantes costosos, muchisimo mas que en España.	bastantes	HPROP
En cualquier caso en estos barrios los precios raramente superan los 10.000 euros/m2.	raramente	HPROP
Puedes ver todos los requisitos en la web del ministerio de inmigración australiano, pero basicamente: tienes que tener un nivel bueno de inglés y experiencia de trabajo en una profesión que ellos consideren en demanda.	básicamente	HPROP
Es que aqui beber como se bebe en Europa esta muy jodido.. Te cazan a esa edad con una cerveza y practicamente te quedas marcado como un criminal de por vida.	prácticamente	HPROP
Un video para visitar el parlamento sueco virtualmente, las oficinas de trabajo de los parlamentarios, etc..	virtualmente	NH
Si te pillas el bus 9, 1) os puede tocar un routemaster de los viejos, b) hace un recorrido bastante turístico	bastante	HPROP
Va a ser cierto eso de que Alemania no es para todos sino que sólo algunos logran sentirse bien aquí.	algunos	HPROP
Tú tienes a tu hija, que no es un mueble!!! precisamente si dices que está perdiendo español podrias montarte un planning de refuerzo, buscar libritos en español en amazon o que te enviara alguien.	podrías	HREL
yo por aquí sí que he visto varios restaurantes donde se puede pagar con tarjeta, y también puedes pagar tu parte por separado (cosa impensable en España), pero no en todos te cogen tarjeta VISA, por ejemplo.	varios	HPROP
Yo creo que las clasificaciones esas dependen del pais.	creo	HREL
Me imagino que el juez esta velando por el bienestar del niño	imagino	HREL
Yo he conocido zurdos que giraban el cuaderno y escribían en modo apaisado, he visto zurdos que escriben tapándose (unos totalmente y otros parcialmente (como una servidora) y otros que colocan la mano como si estuvieran cogiendo un puñado de sal y girando la mano para sí mismos (jajaja no sabía como describirlo.. menudo día!)	parcialmente	HPROP
Podemos parecer a veces de la tribu del pirata loco, pero sabemos que no es así, al menos no en todo momento.	a veces	HPROP
Los precios de la vivienda tienen que estar controlados y no pasar de una cierta cantidad que deberia aumentar según el Ipc.	deberia	NH
Si por ejemplo te dan Toronto alli no hablan francés.... sólo Ottawa y Montreal mitad inglés mitad francés.... la mayoría saben las dos lenguas y el inglés siempre lo saben sino no podrían ver la tele por ejemplo!! Eso me parece absurdo!!!"	parece	HREL
Hola , yo estaré más al sur, estoy mirando piso en Vaihingen, quizás podría ir un dia a verte o podemos quedar en Stuttgart que nos queda en medio... y te escapas de tu suegra!	medio	NH
No sé por qué se adjetiva de esa forma tan insultante a una persona que tiene varias inquietudes o capacidad para hacer cosas muy distintas y no necesariamente relacionadas entre sí.	necesariamente	HREL
hey! pues yo he venido a miami solo con mi pasaporte,como turista, ya se me pasaron los 3 meses, ando ilegal, tengo mi coche i mi licencia internacional,pues el que quiere peces...a mojarse el culo..ya los conseguire algun dia y si no asi ando,,conozco gente aqui que lleva 20 años ilegal,,mientras no cometas ningun delito, palante como los de alicante,y quien sabe con un poco de suerte los consigues mas rapido que lo que tardas en solicitar la visa, suerte.	quién sabe	HREL
En latas no encontraras mejillones ni nada de eso, directamente no existe y a la mayoria de ingleses les da muchisimo asco y no entienden como podemos comer eso.. son costumbres.	la mayoría	HPROP
No me hubiera importado trabajar para Rogers :) (ni a mi ni a ningun arquitecto primerizo supongo) Tengo una amiga sudafricana que trabaja alli y decia que se estaba muy bien.	supongo	HREL
Mientras me voy poniendo al día de las novedades (el diseño de la página ha cambiado en este último mes o soy yo que tengo amnesia?), poco a poco porque ya sabéis que en spaniards no puede uno despistarse ni dos días (los foros crecen como los hongos!!), qué os parece si os lo vais pensando?	puede	NH
¡Eso espero!	espero	HREL
El puso una lechuga cortada (sin aliñar) y sacó dos botes de salsa barbacoa abiertos de quien sabe cuándo.	quién sabe	HREL
Es como me siento yo por parte de la Administración de la Comunidad Valenciana, completamente excluído... a lo mejor es tener demasiadas pretnesiones... ;)	siento	HREL
(o 9 gr en 1 litro) hay quien le pone bicarbonato, pero bueno, eso depende de la "receta".	hay quien	HPROP
En mi coche llevo una bandera de Asturias en la luna trasera, hace un par de semanas, iba para el norte por la M50 de Dublin y un tio de copiloto en una furgoneta me empieza a hacer gestos segun me adelanta, al cabo de unos segundos me enseño el pasaporte espaniardo XD	un par	HPROP
Mira esto, tal vez le interese, ya que no esta tan lejos.	tal vez	HREL
Si, quiza lo es para muchos, pero para mi es lo natural cuando intentas integrarte en una sociedad con la que no tienes absolutamente nada en comun.	quizá	HREL
debido a que estaba mirando pa celebrar el cumple de un amigo.... me encontré con que el tierra astur de gijón tiene muy buena pinta, casi mejor que el de colloto, así que mi idea, la cual sugiero solamente, es hacer la quedada veraniega en poniente en tierra astur: y así repetimos comida en un lugar del que todos salimos encantados y encima con vistas al mar ;-P	sugiero	HREL
No me refiero a dar clase en un colegio pero tal vez para actividades extraescolares o como monitor... Él hizo la especialidad de baloncesto (es que en Túnez se coge una especialidad dentro de magisterio de deporte en España no es así ya no sé cómo va en Francia)	tal vez	HREL
#3 LOL!! creo que aun 'sufriremos' a Manu un par de semanas mas jaja	un par	HPROP
Los jóvenes de Estados Unidos, aparentemente, se ha acercado a este lugar de encuentro y lo han adoptado como un instrumento más de agresión.	aparentemente	HPROP
tal vez incluso hagas amigos.	tal vez	HREL
Por supuesto cualquiera que maneje billetes raramente se acompaña de alguien fe@, sea hombre o mujer.	raramente	HPROP
“Quien vive ahí” no me gusta porque lo considero casi un insulto hacia los jóvenes en cuanto a que no vamos a tener casa en la puta vida.	considero	HREL
Si alguno de los datos de tu experiencia no encaja en el formato que tiene en el ordenador, experiencia descartada.	alguno	HPROP
Residiendo en España de forma regular (en otro caso sólo accedería a determinados servicios, mas o menos de urgencia) podría tener derecho a la asistencia sanitaria básicamente si trabaja, si tiene derecho a alguna prestación o subsidio o, finalmente, si carece de ingresos.	más o menos	HPROP
Que la ignorancia respecto Espanya sea generalizada fuera de nuestras fronteras no debería sorprendernos tanto, después de todo desaparecimos de la faz de la tierra (como influencia o referencia) tras la guerra civil (o seguramente antes).	seguramente	HREL
espero haber contestado a tu pregunta, cualquier otra pregunta mandame un email privado con tu email o telefono, y me pondré en contacto contigo...	espero	HREL
a mi nunca me ha salido tampoco, ahora...muy rara vez cierro la sesion, simplemente cierro la pagina o me voy a otra.	rara vez	HPROP
Este eslabón no se encuentra en el individuo, sino fuera de él, en la cultura, que ha ido aquilatando durante generaciones formas colectivas históricamente determinadas y productos socialmente estructurados que toman forma de instrumentos, que nos construyen o nos conforman en condiciones de interacción con otros que nos la acercan.	no se	NH
No es tan mala como a veces se comenta y no necesariamente, tiene que ser una función comercial (e.g.: Medical Affairs, Product Development, Technical Scientist, etc.).	necesariamente	HREL
Ese yo creo que es el meollo del asunto: respeto, que no es esencialmente la "educación" con mayúsculas que tanto se dice que tenemos los latinoamericanos porque aquí, el respeto también se traduce en miedo de expresarse, miedo del qué dirán, miedo a muchas cosas más que "educación", diplomacia o tacto.	esencialmente	HPROP
Donde la obra deja de ser políticamente correcta es cuando analiza el caso de los hispanos en Estados Unidos -se refiere esencialmente a los mexicanos y chicanos, dado que constituyen el 75 por ciento de esta etnia- y extrae ciertas conclusiones polémicas: si los hispanos -razona Harrison- arrastran los valores culturales ibéricos -refractarios al progreso y al orden democrático- esto explicaría su relativo fracaso dentro de la sociedad norteamericana, al revés de lo que sucede con las otras minorías mencionadas; de donde se deduce (Harrison no lo dice explícitamente) que no es esta la inmigración más conveniente para el país, pues de alguna forma lateral contribuye a acentuar la decadencia general de la nación.	esencialmente	HPROP
Y, como ponen por ahi arriba, de lo que mas me molesta en UK es que puedes conseguir virtualmente casi cualquier cosa en el mundo pero no agua oxigenada o alcohol de 96grados para las heridas, y ni siquiera betadyne!	virtualmente	HPROP
quien sabe, igual coincides en tus planes con alguien de spaniards que también quiera ir y podeis buscar algo junt@s.	quién sabe	HREL
pero confio en adelgazar cuando vuelva a Espania	confío	HREL
Cuanto mas se cuestione, por mas gente, en menos tiempo, la Constitucion perdera utilidad y probablemente este a punto de caramelo para su cambio, si no, ahi estara.	probablemente	HREL
seguro que tu sobrinA va a estar en casa muy bien.	seguro	HREL
Dices: "según el visado a mí no se me va a financiar ni total ni parcialmente, pero en realidad a mí sí que se me financia parcialmente, porque algo de dinero me dan".	parcialmente	HPROP
@robhood sí, estoy bastante integrado, de hecho me siento más en casa aquí que en España.	siento	HREL
Es como poner el ejemplo de escribir un anuncio de venta de coche en una web porno, donde la única relación es desembargar, correr y meter marcha jeje, por decir algo.	por decir algo	HPROP
Aunque espero que sí, que la semana que viene sea cuando lo echen por satélite.	espero	HREL
Diego Martínez es sin duda un joven brillante, pero ha leído su tesis doctoral en el 2010.	sin duda	HREL
es que las/os primeras/os semanas/meses son los mas difíciles amiga, en tu profil hay un apartado donde están las personas del foro mas cercanas a donde vives, prueba a ponerte en contacto con ellas, algunas de ellas seguramente hará mucho tiempo que no se conectan pero igual tienes suerte y encuentras a alguien, si no, como te dicen los demás mira en las charlas que hay de la gente que vive por tu zona...Estate atenta a esta charla porque seguro que alguien que viva por tu zona te escribirá pronto para quedar contigo.....Mucha suerte guapa!!!	alguien	HPROP
Hola mikkelido, gracias por tu sugerencia, ya conocia ambas webs, pero estoy interesada en algo mas temporal, solo por una semana, ya que hasta dentro de un mes aproximadamente no nos instalaremos de forma mas definitva en Perth.	aproximadamente	HPROP
Aunque tu hicieses el papeleo de renuncia al nacionalizarte Holandés, cuando esos papeles les llegaron al consulado español de turno, se pusieron en una carpeta del olvido y allí están criando polvo... estos papeles por regla general no se suelen mandar al Registro Civil, que es dónde se deberia formalizar la renuncia a la nacionalidad Española.	deberia	NH
Y para lo que necesites, desahogarte, gritar, llorar virtualmente, lo que sea.... pues ya sabes.	virtualmente	HPROP
Pero veo que estás en un régimen mucho mejor que el mío, aparentemente lo tuyo es más libertad condicional que aislamiento, jejejeje.	aparentemente	HPROP
Le echaré morro, ahora iré a limpiar los cacharros (cosa que mi compañera no debe de saber lo que es... ya lo he dicho por ahí 72h una olla con arroz pegado, hay que ser guarris pero que muy guarris :D ) y si hago ruido o le salpica al portatil que se aguanten.	debe	HREL
los chistes de gallegos estan relativamente justificados, con el	relativamente	HPROP
Además,cuando llamas a una puta dices lo que vas a hacer,no es que de repente le digas quiero que comas el "orto".Si es que hay tantos ingenuos en este foro...¿No véis los programas en televisión?	de repente	HPROP
es igual con que sea un sitio tranquilo y relativamente cerca... ;)	relativamente	HPROP
Si entras en Estados Unidos y te vas a Mexico, cuando salgas por la frontera entregas el permiso que te dieron y no deberias de tener problema para volver a entrar.	deberías	HREL
A mi me hace gracia el careto de la gente que no es Española cuando estás trabajando fuera, osea, los "locales", cuando les dices que lo de la siesta que en general no tenemos ni tiempo para hacerla y que tampco es tan típico, que será seguramente en la parte sur de España por el calor en verano...	seguramente	HREL
Hola kaleva, no te preocupes por que Xalapa es una ciudad muy segura, mira yo soy muy miedosa y sin embargo voy seguido sola con mi hijo a xalapa.	seguido	HPROP
Lo de los hoteles es particularmente falso, un 3 estrellas español suele ser ya un bastante buen hotel.	particularmente	HPROP
Oye en Sevilla hay un par de sitios, en mi barrio, que pides la bandejita de fritos variados y te sientas en los veladores y cuando esta listo, te llaman por un altavoz, que arte :) "Pepe, ven por tu pescaito mi arma"	un par	HPROP
en cuanto a lo de los cursos de ingles, hay muchos que son gratuitos, en los institutos normales preguntas por cursos de ingles y tienen varios niveles y son gratis, yo antes de estar en londres vivia en Ascot un pueblecito por Berkshire y fui al instituto y me apunte a un curso de 4 meses gratis de esos del certificado de Cambridge y tal, primero te hacen una prueba de nivel y luego te colocan en un curso, esta bien porque lo puedes compaginar con el trabajo.	varios	HPROP
También si está amueblado, qué incluye y que no incluye, raramente (pero alguna vez) en la renta ya va incluido el council tax o el agua.. pero normalmente el inquilino es reponsable de darse de alta en las « utilities », si es por duración de 6 meses, un año, y si tienes una cláusula que te permite salirte del contrato a los x meses, etc..	raramente	HPROP
Tuve la suerte de vivir en Nueva York y desde hace poco vivo en Londres, pudiendo completar así mi NyLon particular.	poco	NH
A ver, un par de preguntitas, la cama es doble o sencilla?	un par	HPROP
Me gusta como suena.	suena	HREL
Ese pecado de limpiar solo donde se ve y no en las esquinas se le llama "barrer por donde ve la suegra", y es mi deporte favorito.	se ve	NH
Estoy de au pair con una familia y entre semana solo puedo moverme x la zona, xo los findes los tengo libres generalmente.	generalmente	HPROP
- Lo del tipo de documentacion, creo que mas o menos lo se por lo que he podido encontrar en Google, pero si a alguien le han pedido algo raro, por favor compartidlo.	más o menos	HPROP
Para mi lo mejor de la cuidad es sin duda la oferta cultural que tiene, encuentras de todo para todos los publicos.	sin duda	HREL
Yo es que soy un poco friki y uno de mis sitios preferidos en Dinamarca es el castillo de Kronborg (donde se supone que se ambienta Hamlet) que está en Helsingør, relativamente cerca...	relativamente	HPROP
He visto algun hilo de desesperacion bueno la verdad que yo llevo poco tiempo aqui pero esta claro que aqui se está por un motivo sino hay otros sitios donde un espanol se encuentra mejor y mas si somos de playa y sin nieve.	poco	NH
Pero si la historia ha sido como yo la imagino o especulo... olé sus huevos.	especulo	HREL
Otra cosa, he estado leyendo que a veces si pierdes tu avión te recolocan en otro?? imagino que será si haces todos los vuelos con la misma compañía, no?	a veces	HPROP
Ya sé que quizás no sea este el mejor foro para preguntar esto, pero ya que últimamente lo visito frecuentemente y que hay bastante buena voluntad y presteza por parte de los usuarios de ayudar, pues aquí dejo mi duda.	frecuentemente	HPROP
-untarme con nutella (lo del baño me parece demasiado pegajoso)	parece	HREL
Como diria mi admirado Forges.... " Paissss...!!!"	diria	NH
Como no conozco la zona, ni las comunicaciones ni los transportes, ¿qué ciudades periféricas a Amsterdam me recomendáis para vivir teniendo en cuenta mi nuevo lugar de trabajo y que movería en transporte público principalmente y ocasionalmente en moto?.	principalmente	HPROP
Efectivamente pero te darás cuenta que los hilos raramente se ciñen única y exclusivamente al tema principal.	raramente	HPROP
Pues por multiples sitios he estado en las ultmas tres semanas Victorio como bien atestigua mi cansado y maltratado higado...	multíples	HPROP
Igual que yo, pero no encuentro una respuesta clara en los historiales del foro.	encuentro	HREL
Aquí puedes encontrar a los más ateos del mundo, pero a los mas creyentes; a los más obesos y a la misma vez a los mejores deportistas del mundo; a los más pobres y a los más ricos; a incultos y a sabios, pero nos guste o no, o lo queramos recocer o no, los EEUU siempre será un país que levanta pasiones, envidia, curiosidad, pero raramente indiferencia.	raramente	HPROP
Te sugiero que las leas atentamente.	sugiero	HREL
De lo único que m alegro es cuando leo en algún post en YouTube d algún cocainómano/ heroinómano, etc diciendo que tal vez sea la hora d acabar con eso.	tal vez	HREL
A mí algunas faltas me duelen, pero lo de escribir en mensaje SMS, de texto es que me mata, porque no estoy acostumbrada a leerlo, me cuesta mucho descifrar que preguntan, incluso de amigos que me mandan mensajes ocasionalmente.	ocasionalmente	HPROP
Está en el campo, así que me encuentro bastante aislada, no conozco a nadie, y me encantaría poder quedar con alguien para un te o lo que sea, la cuestión es relacionarme un poco!!! Voy a Wisbech los jueves a clase de inglés, también voy a March todas las semanas varias veces, según he visto Ely está a menos de media hora, Chaterris tampoco está muy lejos... Pues toda es zona.	encuentro	NH
imagino que en Reunion venderan farmacos franceses, olvidate del Hemoal y pide Germoloids de Bayer XD	imagino	HREL
Lo que no se puede hacer, a falta de 20 minutos de final es sacar a Pedrito y a Torres para que arreglen el partido, porque no se puede.	no se	NH
De lo que me quedan dudas, si leí bien la noticia, es de cómo se filtró la frase, porque aparentemente fue en el marco de una reunión del tipo con autoridades indias, no en una charla pública.	aparentemente	HPROP
espero que no haya problema, aunque lo mismo vale más la pena hacerlo así.	espero	HREL
¿Qué tal un tocino de cielo? a mi me encanta y creo que es muy español.	creo	HREL
, yo entiendo lo que has querido decir desde el principio, y por eso yo en principio siempre confio en la buena intención de las personas e intento no sacar las cosas de contexto... ;)	confío	HREL
"Acto seguido, Martínez dio a entender que la mujer que aborta "mata a un niño indefenso" y, por tanto, "da a los varones la licencia absoluta, sin límites, de abusar" de su cuerpo."	seguido	NH
Para ello se necesita el código swift y el número internacional de la cuenta (por así llamarlo)supongo que también se podrá hace a la inversa y para ello deberias de ponerte en contacto con los dos bancos sobre todo con el americano para que te faciliten esos datos bancarios,aquí se le llama "Wire transfer" no sé en español.	deberías	HREL
Si te vienes a UK varios meses, lo suyo es que te abras cuenta aqui.	varios	HPROP
Me pregunto, si además hay que presentar certificado de nivel de inglés, algun certificado de salud, algun documento de familia, o algun otro que requiera pedirlo antes...	algún	HPROP
He visto precios en fnac, mediamark y worten (alguna recomendacion??) y por unos 400/500€ hay bastantes cosas.	bastantes	HPROP
por los comentarios que pone, por el avatar o la foto, el nick... etc. quiza nunca hayas hablado con el/ella pero te llama la atención y te pica la curiosidad...	quizá	HREL
la verdad es que parece que pillamos a un parde pirados que madre jaja	parece	HREL
Por tanto es un "problema" del medio en sí, que cambia la actitud de la gente y oculta gran parte del mensaje.	gran parte	HPROP
Pues aquí sentadita sin mover un dedo me ha surgido una oportunidad bastante buena de trabajo (o eso parece) que tendré que valorar poniendo todo en la balanza.	parece	HREL
Yo creo que sí que hay que diferenciarlo, no es lo mismo una persona que tenga toda sus raíces en España,que una persona cuyas raíces estén parcialmente en España.	parcialmente	HPROP
Me he fijado que estos y otras razas similares siempre llevan abrigos en invierno....pero raramente los veo en el parque cuando vamos a jugar!	raramente	HPROP
La contraparte son los Conservadores, usualmente miembros del Partido Republicano.	usualmente	HPROP
Por cierto que LuxAeterna también se apunta, aunque aún tiene que mirar el transporte desde Overpelt, en la otra punta del país (cómo suena eso!)	suena	HREL
Saco mi EC-Karte (la tarjeta esta alemana que no es ni visa ni nada) para comprobar que el logo es el mismo, y que no me he metido en una oficina del "DeHucha Bank" o algo así, pero no, efectivamente estoy en una oficina de un banco con el mismo nombre, el mismo logo, el mismo branding, pero que no tiene NADA que ver con el banco en el que me hice una cuenta.	algo	HPROP
Mi punto es: Bien, los españoles no dicen por favor, ni gracias ni tienen los convencionalismos sociales que existen en casi todos los países del mundo.	casi	HPROP
Según información directa de un suizo que se dedicaba a asistencia social, visitada en Zürich frecuentemente, al parecer, por el gremio profesional del sexo, Zürich es una de las ciudades con mayor número de mujeres dedicadas a la más antigua profesión.	frecuentemente	HPROP
Eso si, de una marca un poco buena, las baratillas no hay quien las trague.	hay quien	HPROP
Ha seguido adelante el tema ??	seguido	NH
Ya se ha acostumbrado a los mince pies y no hay quien la pare! ya va por la cuarta caja que se ha zampado!!	hay quien	HPROP
Lo del flamenco es un ejemplo, extremo, por decir algo.	por decir algo	HPROP
Pero además del problema del idioma, que exigen un nivel muy alto de Inglés, existe también el problema de que para puestos relativamente cualificados prefieren a británicos.	relativamente	HPROP
Animo a todos a exigir vuestros derechos cuando vayais a una oficina de administración pública, porque los funcionarios usualmente son vagos, no quieren trabajar y entre ellos se cubren esa falta de dedicación a un trabajo que pagamos nosotros.	usualmente	HPROP
El movimiento es esencialmente la aplicación del método científico para fines sociales.	esencialmente	HPROP
Pertenezco a ese sector que no sabe lo que significa el TAE, el AER y demas familia, asi que si leo 1% asumo que me dan el 1% de lo que meta o un poco menos, a la cuenta de la vieja.	asumo	HREL
Cuando tenga niños, no sé qué pasará... Pero confio en salir adelante... Vamos, que hoy estoy positiva y pienso en positivo	confío	HREL
propongo quedada general para subir a Edimburgo y que  nos cuente sus experiencias.	propongo	HREL
En psicología si algo descubrí es que cada escuela afirmaba que las otras estaban desfasadas o bien eran basicamente erróneas.	básicamente	HPROP
Sitios como Sandyford, Stillorgan, Dundrum, (conozco más el sur) eran cuatro casas y poco más, o en muchos casos sólo enormes prados, y asumo que en el norte con blanchardstown, swords, o el oeste de la ciudad es exactamente lo mismo.	asumo	HREL
Necesito una respuesta antes del 1-9-2013 que es cuando deberia mudarme.	deberia	NH
Yo tambien hace anyos que no iba a Londres, entonces la mayoria de espanyoles que se veian eran turistas haciendo fotos... ultimamente estoy yendo bastante y se ven muchos menos turistas espanyoles, pero muchos jovenes con trabajos basura, repartiendo publicidad, etc, con un ingles bastante pobre.	la mayoría	HPROP
certificado de penales con traducciòn literal.rara vez lo exigen,pero no viene de màs tenerlo.	rara vez	HPROP
Despues de los atentados generalmente la gente esta mas espabila, hablando generalmente,,, como en los trenes de ya sabeis donde hasta los aviones de todas partes y bueno, en cosas asi, la gente sabe de que va el rollo.	generalmente	HPROP
Tambien puedes ver la frecuencia, el tiempo que le cuesta llegar del centro a la universidad y los horarios en los que funciona, quiza no te compense... Si ya quieres vivir en otra zona y hacer trasbordo...	quizá	HREL
Si vas a los USA un par de veces al anho y te quedas un par de semanas cada vez para que no sea demasiado obvio, y mantienes una cuenta bancaria y todas tus tarjetas de credito pues nadie te va a decir nada.	un par	HPROP
illu, tu vestido promete, siento que la idea mental que me he creado no va a tener absolutamente nada que ver con el resultado final.	siento	HREL
Pues esque es un rollo lo que te propongo, pero yo de ti tendria todo bajo llave jaja	propongo	HREL
Lo que no entiendo es como los que viven con contratos temporales estan tan a favor de las indemnizaciones por despido.	entiendo	HREL
No lo sé, puede que sea de pueblo y que la gente con la que me muevo sea distinta, pero yo estoy segura de que la mayoria de la gente que conozco ante casos así denunciaría.	la mayoría	HPROP
Estar en un país desconocido, con una lengua no materna puede resultar un poco difícil al principio, contar con un apoyo siempre viene bien.	un poco	HPROP
basicamente te lavan con un guante de crin todo el cuerpo (exceptuando tus partes mas íntimas).	básicamente	HPROP
Creo que no deberias de tener problemas, en cualquier caso enterate correctamente cuanto antes porque si no tus opciones seria pedir el waiver a la embajada o irte mediante H1B, y las cosas se ponen mas dificiles.	deberías	HREL
Yo no lo he probado nunca (ni una calada!) y siento decir que soy muy intransigente con los fumadores, así que me he alegrado mucho de ver este hilo y de todos aquellos que estáis saliendo de esa prisión.	siento	HREL
Me voy a Ciudad del Cabo aproximadamente en febrero, y puede ser que con trabajo ya desde aquí, en ello estamos, así que mi duda es, el visado que te dan yendo con trabajo es también de 6 meses y luego hay que renovarlo y pasar por toda la movida esa???	aproximadamente	HPROP
Y quiza echar de menos ciertas cosas.	quizá	HREL
A veces una situación de infidelidad se ve venir, se puede evitar.	se ve	HREL
hay quien le gusta y se lo echa incluso al huevo frito con ajo... pero yo prefiero el limón...	hay quien	HPROP
Una vez hace muuuchos anyos un profe de espanyol de la universidad de Frankfurto me dijo algo que nunca olvidaré, mitad en plan conya, mitad verdad como un templo, que las parejas de alemán y espanyola suelen funcionar muy bien, claro que nunca se puede generalizar, pero al contrario alemana con espanyol casi nunca...	casi	HPROP
Google no arroja datos, es un buscador que te enlaza a documentos con estadísticas y dependiendo de quien los ha publicado son mas o menos fiables.	más o menos	HPROP
Basura en el suelo: Rara vez veo a alguien tirar porquería al suelo, muy muy rara vez.	rara vez	HPROP
