segment	proposition	belief_type
[basicamente] lo que pides es que te demos ideas para hacer y ganar dinero con ellas.	basicamente	HPROP
Ah si se la agarro cuando era chibola también se [especulo] que estaba con otras cantantes famosas	especulo	HREL
En cualquier caso, independientemente de la mayor o menor fuerza que pueda tener una intepretación erasmista del Quijote, [parece] claro que la interpretación erasmista tiene conexiones muy fuertes con una determinada idea de España.	parece	HREL
La única sobreviviente ha sido La negra, una perrita que sufrió la agresión hace más de 20 días y que logró llegar a su hogar, donde su dueña descubrió que tenía la cola pelada, su vagina [parcialmente] destrozada y cortadas en las patas.	parcialmente	HPROP
"no te basta el 350% (minimo) de aumento en el trafico y consumo desde que ""se les declaro la guerra"" hace pocos años en Leon Guanajuato? es EVIDENTE que hay que arrebatarle el incentivo economico al trafico de drogas para poder vencerlo, mientras tanto por cada cabeza que se le corte al monstruo le naceran tres, estoy consciente del daño hecho al pais y ante la tumba de mi hermano que murio combatiendolo jure hacer algo al respecto, puede ser que no lo logre pero morire intentandolo, lo de que los EU estan atras de la prohibicion no es cuestion de percepciones es un HECHO HISTORICO documentado desde que la Dupont se opuso a la produccion de cañamo, es alli donde puede fracasar la propuesta de Cirigo como fallo la de Fox, si Mexico no es el paraiso de los drogos, si es (o era) el de los narcotraficantes, yo no estoy en contra de la guerra contra el narco ni a favor de la legalizacion solo [propongo] abrir un frente mas de combate: EL MERCADOLOGICO y para eso es necesario (y bastante sencillo) que el estado derrote comercialmente al narcotrafico y monopolice la distribucion y venta, para eso es necesario hacer 36 reformas a leyes y tratados internacionales, ojala viva para verlo, por lo pronto me conformo con que se abra el debate y se combata la desinformacion de tanta gente a la que se les ha lavado el cerebro y no solo son incapaces de pensar por si mismos sino que se cierran a discutir nuevas estrategias ante el mas que EVIDENTE FRACASO de una supuesta guerra diseñada para enriquecer a los narcos."	propongo	NH
00s me [parece] tiene mas tendencia a revivir algo de los 70s y 80s.	parece	HREL
"Una tal señorita ""Paty"", [aparentemente] asistente de la directora, tomó mis datos."	aparentemente	HPROP
[alguna] vez le pregunte al chino chifero del barrio donde naci, por las dimensiones del plato fue su respuesta.	alguna	NH
esa no [creo] que sea chola power, y si lo es, es FALSA, porque son siliconasas, A KAREN DEJO tampoco la considero chola power, porque esta formadita, pero es chikita, tiene un cuerpo normal.	creo	HREL
Deberias ver màs series con argumentos màs serios y ricos, como Monter, 20th century boys, Aria, Kaiba, etc. Digo, el hype por recien descubrir el anime [puede] hacerte hablar por hablar.	puede	HREL
Que son muchas y [usualmente] bien despachadas =D..	usualmente	HPROP
"México [practicamente] no obtiene ganancias de la exportación del petróleo.SE me va adecir, seguramente, que no saben administrarlo, que son unos corruptos,etc.Vale, pero es esa la única razón de que ese Estado, que sí es eutáxico, ami juicio, sea considerado como ""inferior"" a EEUU?, lo digo, porque en el EEUU de Bush Jr. hay mucha corrupción..se habla de cleptocracia o de democracia cleptómana.Hasta en la presna española se hacen eco de las dificultades de Bush ara seguir manteniendo el voto..¿se estarán hartando de esa cleptocracia?."	practicamente	HPROP
Nuevamente el carácter religioso se involucra dentro del mundo realista que se creó en la segunda mitad del juego, [particularmente] considerando que Ark es una metáfora del Arca de Noé, a través del cual la humanidad encuentra su redención y salvación.	particularmente	HPROP
Pues la hemofilia es una enfermedad [relativamente] tratable.	relativamente	HPROP
bueno falta cultura y educacion por parte de los cobradores, dar boletos y tener buena memoria,no es para tanto contestar mal no me [parece] bueno aveces la memoria falla pero claro hay cobradores que se quieren pasar de vivos pero no gastemos el higado.=)	parece	HREL
"Como te dije, no es lo mismo, tu caso parece mas ""complicado"" por asi decirlo, pero por ahi te deja mas tranquilo saber que a [varios] nos pasó bajo ciertas circunstancias y nunca fue un problema mayor, solo un susto pasajero."	varios	HPROP
Ha sido desde hace mucho tiempo considerada como uno de los elefantes blancos del gobierno federal, una planta [esencialmente] saboteada desde el principio por dificultades presupuestales y técnicas y las caprichosos suministros del río Colorado.	esencialmente	HPROP
[de repente] tu papi conoce alguien que necesite un Mensajero Administrativo....Te sugiero que con tu sueldo estudies algo que verdaderamente te guste	de repente	NH
¿existen los duentes sólo por el hecho que [algunos] creen que existe?	algunos	HPROP
algo de mi padre si su buena forma de ser fisicamente no tanto por ahora, pero mas adelante talves me paresca, [quien sabe].	quien sabe	HREL
Si se resisten a eliminar el pensamiento combi y se les antoja poner música, [sugiero] que sea Chillout.	sugiero	HREL
[de repente] se podría venir un homenaje al finalizar la temporada.	de repente	HPROP
Así que, si todo va como lo dicta la lógica, Argentina estaría en cuartos, en donde el posible rival saldría de estos 4: Alemania (poco probable porque [deberia] ser el primero), Rusia, Bélgica (Corea) o Portugal (ojalá se diera para ver a Messi y Cristiano en un mundial enfrentarse).	deberia	NH
No sé lo filosófico que se considerará ese dicho común, pero [supongo] que podrá tratarse filosóficamente.	supongo	HREL
Le [sugiero] utilice su cerebro para discernir entre la buena y mala información.	sugiero	HREL
los unicos que podrian darse el lujo de no trabajar, creo,,,,,,son la familia real inglesa por ejemplo, al igual que otras monarquias similares,,,,,,,pues cada subdito britanico, de su sueldo tiene que tributar a la corona un porcentaje,,,,,,,aqui en Perumanta no hay eso, salvo de [alguien] que haya heredado propiedades y gane con los cobros de alquiler mensual,,,,he visto gente que se gana asi la vida viviendo y comiendo echao	alguien	HPROP
"Curiosamente, Arístegui es un político profesional, y [quiza] aquí podemos comprobar cómo el canon o modelo político de la división de poderes tipo Montesquieu es ahora ya insuficiente, pues hay una situación tal de confrontación entre Estados, que lo que a mi juicio sólo podemos entender lo que hay en cuanto a la yihad y sus estrategias (ataques bajo la coartada de los comics sobre Mahoma)si vemos que hay una capa cortical (musulmanes del mundo ""uníos"" bajo la pauta del Corán y Alá atacando ahora con estas manifestaciones que son una auténtica intifada en Europa y en su ortograma con ayuda de la bomba atómica iraní, si la logra fabricar) que busca romper fronteras, es decir, atacar el orden actual,vía la islamización de Europa."	quiza	HREL
O que el PP es un partido democráta cuando se ríe con Barcenas y la bandera de España de los derechos de [la mayoria] de los españoles hasta obviando que la emigración española hacia Europa no tiene nada que ver con sus decisiones políticas ni con las de sus antecesores.	la mayoria	HPROP
Por mi parte [a veces] cuando se escucha más distorsión me gusta más	a veces	HPROP
", se que acá [la mayoria] esta contra de la homosexualidad, y es evidente por sus respuestas sin sentido y memes idiotas , pero aquí no esta solo en juego los derechos gay, sino también el de la mujer, los niños y hasta la dignidad humana, prácticamente el trafico y esclavitud en ese país es legal,y al dictarse este tipo de ""opiniones políticas"" se pone en riesgo los derechos de esta nación golpeada por la violencia"	la mayoria	HPROP
Luego vino el tema de la locura, sobre lo que ahora quiero añadir algo que [de repente] recuerdo y traigo a colación, para la reflexión de todos.	de repente	HPROP
[alguno] escucho hablar?	alguno	NH
Porque me llamo ricardo...y 2. Porque soy fan del rey ricardo corazon de leon que enfrento a sladino en las cruzadas, de hecho lo [considero] un gran personaje y cuya nobleza, valor, grandeza y temple casi estan a la altura del heroe de mi patria: Don Miguel Grau Seminario!!!	considero	NH
al parecer seguirá la baja por las vísperas de las elecciones, pero se va a recuperar, no pienso vender todavía, quizas pueda reemplazar unas cuantas por mineras junior pero no me [confio] de esas mineras junior porque son proyectos que aun no estan en explotación.	confio	NH
Ya en el siglo XIX, durante y después de la llamada Guerra de Castas, se establecieron las haciendas henequeneras en una escala más amplia en todo Yucatán, [particularmente] en la región centro norte, cuyas tierras tienen la vocación para el cultivo del henequén.	particularmente	HPROP
Faltarian los analisis palinologicos de Caral para ver exactamente el tipo de plantas y las especies de las mismas que habia en la zona a o largo del tiempo y de ellas extraer la poblacion que podia mantener el territorio y el clima, tambien se [podria] haber sobreexplotado el terreno agricola y haberlo arruinado y/o salinizado..	podria	HREL
Ceren Kestirengoz y Cansu Cetin [reducido] la diferencia a 15-13, pero Rodríguez salieron de la derecha para anotar con un remate judicial cruz.	reducido	NH
De las coronas, tambien de las curaciones de los dientes picados que tengo (14! aggggg) y pues de una ortodoncia de los dientes de abajo (los 4 delanteros que andan [medio] chuekiños).	medio	HPROP
en realidad para que la TV peruana eleve su nivel, [deberia] de subsistir de otra cosa que no sea la publicidad... decir, yo tengo mas rating, es decir YO VENDO MAS.... y la basura, lamentablemente... vende	deberia	NH
[seguramente] algo de ti quería salir esa noche salir a pasear por hay sabiendo que esta atrapado dentro de ti para siempre, a mi me gusta ver una película de terror por la noche, mi psiquiatra me dijo que eso me ayuda a sentirme bien con lo que quiero, la verdad me dijo algo diferente hace un año pero yo entendí algo asi...	seguramente	HREL
Yo no pedi que cierren tu tema, [seguro] no lo harán, aunque es probable que te vuelvan a banear de todos modos, no te cansas de regresar?	seguro	HREL
Chantaje o no, la idea [suena] bien.	suena	HREL
PD: [propongo] que los perdedores le paguen el 1/4 de pollo a la brasa a los ganadores que dicen	propongo	NH
Y no estoy hablando solo de racismo, sino de [multiples] situaciones que no tienen nada que ver con ello pero en las cuales se usan pretextos para ocultar los verdaderos motivos, desenmascararlos no es ningun sintoma de acomplejamiento.	multiples	HPROP
Mira, yo lo que noto de diferencia es que las 25i son mucho mas potentes, pero no por eso me gustan mas, la ultima pepa de LSD que tome fue en año nuevo y lo que noto cuando salgo con amigos y colamos es que pegamos una coneccion terrible, las noches son un estallo minuto tras minuto, todo es risa, me dejan re bien para hablar con gente que no conozco, me siento tranquilo por asi decirlo, alucinaciones con LSD tuve pero no muy grandes, y [generalmente] tuve que tomar bastante para alucinar algo 1 pepa aprox, las de 25i me parece que están buenas hasta sierta medida, 1/4 o 1/2, como dijeron arriba son muy psicodelicas muy flasheras, con media ya tenes una distorsión importante de la realidad y lo que ves jaja, pero no a todo el mundo le gusta mucho eso, a mi me dejan siempre inconforme como que no se que hacer, a parte me hacen sentir muy sarpado con la gente que no conozco, no hay tantas risas, ay gente que le gusta a mi personalmente no.	generalmente	HPROP
Oe pero Mexico ya le clavo 5 a Nueva Zelanda n su último partido asi que...No y ademas mexico tiene un equipo decente, se ve que antes han dejao todo pa ultima hora, [seguramente] tendran un fallo que ha hecho efecto domino en el equipo; si lo saben encontrar, seguro que levantan cabeza.	seguramente	HREL
Y como en todo lugar, hay más de uno intentando ya verificar tus dotos, publicar tu foto [seguramente], o ver tu perfil personal, profesional, etc...	seguramente	HREL
[a veces] dan capitulos curiosos como ese en que la paisana y sus ocasionales patrones fueron atacados por diversos paisanos en la sierra... me parece o en la serie creen que por alla todos son agresivos?	a veces	HPROP
Sólo el gobernador José Reyes Baeza recibió los aplausos de los presentes en todas sus intervenciones, [principalmente] tras reconocerse como el primer responsable de los problemas del Estado	principalmente	HPROP
"Mmmm... pensándolo bien, [tal vez] los mariscales ofrecen la errónea explicación de la ""conducta normal homosexual de 1500 especies de animales"" porque no pueden justificar su desviación desde el complejo punto de vista de un ser humano racional que hace uso de su capacidad intelectual."	tal vez	HREL
Pero sin embargo, nada de eso se exige a un político, [alguien] que de alguna forma tiene los destinos de un país en sus manos.	alguien	HPROP
de tantas preguntas que me hice..., conteste muy pocas, [no se] nada	no se	HREL
"Lo que se aplico en el caso de fujimori fue la teoria del dominio del hecho, la cual exime tener que probar la culpabilidad porque se ""supone"" que el jefe tienen [necesariamente] que saber pero como dicha teoria no esta regulada en nuestro sistema simplemente (y dicho sea de paso esta reñida con los principios de derecho penal) se dijo que se trata de autoria mediata pero en realidad no es asi."	necesariamente	NH
Primero: consume jugo de sabila, si puedes todos los dias, en las mañanas antes de desayunar, ya que el gel de aloe vera que posee ayudara a tu estomago a limpiar sus paredes e intentar desinflamarlas, y esto acompañalo con [bastantes] frutas(si puedes con cascara), ya que te ayudaran a tener un mejor proceso digestivo.	bastantes	HPROP
ERROR&lt;,,, es puro sexo !!!! virtual pero sexo,,,jer, jer....capaz que el aguila tambien consume su matrimio [virtualmente] !!!!jer, jer	virtualmente	NH
Necesitas ir a Colombia a que [alguno] de la oposicion te lo explique.	alguno	NH
Sus funciones serian simples, hasta el momento [propongo] 3 :	propongo	HREL
Tu mismo te enriedas, Linea 3 y 4 operando [parcialmente] en el 2016 ?	parcialmente	HPROP
Solo [espero] que el puente lo hagan general y no solo a personal de gobierno.	espero	HREL
Italia no tiene a Marruecos.En el caso de España,Marruecos proteje la frontera y no de forma sutil.Las palizas a negros,la caza indiscriminada a tiros y la deportación al [medio] del Sahara para que se mueran suele ser lo habitual.Por otra parte tenemos vallas en Melilla.De no ser así,entrarían decenas de miles de africanos al año y eso es impermisible.África esta superpoblada y sin des arroyo,allí la gente se matan entre ellos y lo único que saben es emigrar en masa.Una triste realidad.	medio	NH
Se ha hecho una imagen de “crítica” porque [ocasionalmente] cuestiona al gobierno, al PRI y a los grupos empresariales, pero su principal labor es la de apoyar la ideología “liberal” y denostar todo lo que huela a “izquierda”.	ocasionalmente	HPROP
[generalmente] nos reunimos frente a las oficinas administrativas.	generalmente	HPROP
[basicamente] lo que me estás diciendo es que el estándar actual de calidad en tornamesas es muy bajo salvo que pretenda gastar muc ho dinero (más de $1000), lo que me parece demasiado para un tornmesa porque yo no soy un audiófilo.	basicamente	HPROP
Ese &lt;&lt;y tú más&gt;&gt; tan [poco] elegante es sin embargo la mejor manera -por el momento -de &lt;&lt;crisparlos&gt;&gt;, como dicen los muy pedantes.	poco	HPROP
jajaj ya me [imagino] a algunos foristas aguantaditos que vean esta imagen y se imaginen otras cositas	imagino	HREL
Quienes viven insatisfechos no [necesariamente] puede que estén en un error.	necesariamente	HREL
Porque mis padres no encontraron por agregar otro nombre [poco] comun, mi primer nombre lo veras por mi nick, es un nombre que por tradiciones familiares queda en generaciones, es muy antiguo y reconocido .	poco	HPROP
Y eso del 90% es exagerado yo [diria] 50/50 aunque nos digan nacos.	diria	HREL
Les [sugiero] que miren los vídeos ESPECIALMENTE el ultimo, DE VERGUENZA AJENA	sugiero	HREL
Si de [seguro] que hacen la tercera,cuarta,quinta,sex ta temporada enfin temporada hay hay para rato solo depende del rating...y conociendo los gustos de la gente tenemos temporadas para rato.	seguro	HREL
2. La designación de Mouriño obedece, [sin duda], a la desazón de Calderón ante el desastre de su administración de facto, que muestran hasta las encuestas oficiales, pues la más reciente de Canal 40 establecía que se sigue desplomando en su índice de aprobación, ahora, según ellos, de 41 por ciento, mientras que sólo 29 por ciento estima que tiene las riendas del país, según Milenio Diario (16/1/08), porcentaje que va a descender más ahora con la entronización del gallego que deja a Calderón cada vez más como un bodoque en Los Pinos.	sin duda	HREL
Ambos, pero [considero] que soy más extrovertida que introvertida, tengo mis momentos.	considero	HREL
Por otro lado, también existe el terrorismo de Estado, que [basicamente] se identifica con la seguridad jurídica.	basicamente	HPROP
Sería [relativamente] baja pues 1.70 es bastante superior al promedio femenino en el país.	relativamente	HPROP
Mas pues no puedo saber, de hecho no se de cierto nada, solo lo intuyo o [especulo], pero de ahi no puedo pasar.	especulo	HREL
[de repente] un pobre extremo de un país tiene casa y un clasemediero de otro apenas puede alquilar la suya... Entonces, es algo infantil también ese tipo de medición...	de repente	NH
Gracias, le puse acentos, [considero] las comas están bien para indicar la pausa, use comillas para indicar citas textuales.	considero	HREL
Estas equivocado, no es así.....[de repente] tu CV no daba para más....	de repente	HPROP
[espero] comentarios haber si me falta algún paso o informar éxito en el cobro del dinero.	espero	NH
Para nada amigo solo te lleva 3 dias hacerlo (bueno en USA) en Mexico [quien sabe].	quien sabe	HREL
disculpa pero me parece un poco errado tu ranking ^^ XD porque supuestamente estas poniendo que el examen de la UNAC es un poco más dificil que el de la UNMSM.... yo no diria lo mismo ya que tengo varios compañeros que han postulado a la UNAC y a la UNMSM y he visto que en la primera han sacado un puntaje más alto que en la segunda haber es como un 12 en SM y un 15 en la UNAC poniendolo a base d 20 y no ha sido uno sino [varios] ^^	varios	HPROP
"´Ta raro, me late que han de ser rollos [medio] políticos, pero no quiero pecar de ""sospechosismos"" (Manuel Vega dixit) jajaja"	medio	HPROP
[alguna] ves he puesto en mis post que los Beatles jamás fueron influenciados por nadie?.Ellos no inventaron la pólvora y las influencias de ellos tambien fueron influenciados siguiendo una cadena que se pierde en la musica africana y los sonidos country del Estados Unidos de los inicios de su historia.	alguna	HPROP
Un tipo valiente como yo, [no se] molesta, no puedo decir lo mismo	no se	NH
Eso voy hacer, pero lo malo es que salgo tarde de mi trabajo y llego [casi] a las 5:30 y para eso ya se quito =(	casi	NH
Es [probablemente ]el comentario más estúpido que he visto hoy.	probablemente	HREL
Si [algo] es erróneo, lo es porque bajo el análisis de lo expectado, de lo referente, es erróneo.	algo	NH
setimo ciclo, y bueno no vi necesario dar mas detalles pero tengo amigos de la uni, ya que yo soy alumno cepreuni, y he vsito practicas examenes y cuadernos y no me asusto para nada..tamos al mismo nivel.....bueno hasta hace [un par] de anios que fue lo ultimo que vi...es mas en general los libros guia de los cursos tocan lo mismo....no entiendo porq aveces esa rivalidad en algunos alumnos tanto pucp como uni.....vamos a ser colegas a las finales....ojo, yo hablo a nivel academico y en electronica, de las demas carreras no tengo conocimiento....pero cuando estuve en cepreuni...los mismos profes decian que era igual......ya saca tu tus conclusiones.....	un par	HPROP
Que gay eres tio, tu no [deberias] ser pitufo perezoso si no vanidoso	deberias	HREL
Alvaro Uribe [debe] ser el proximo presidente.	debe	NH
Supongo que a ti, que [se ve] que la escuchas, te ha de haber encantado que fue la primera en revelar el parentesco de la familiar incomoda de la momia del rebozito, en el caso de las rosticerias de hermosillo, no?	se ve	HREL
[se ve] claramente a partir del minuto 1:10 como usa su poder mental para manipular al otro jugador...	se ve	NH
[sin duda] que mejoraría la perspectiva de la universidad en general, pero eso depende de los que la dirigen y no de nosotros	sin duda	HREL
"Recientemente los últimos meses que mi enamorada se matriculó para estudiar a Distancia en una universidad, eso y encima el trabajo en el que trabaja mas de 8 horas, no le daban todo el tiempo para darselo al bebe y cuidarlo netamente, por lo que, la madre de ella se ofreció para cuidar, ""Todo con segundas intenciones"", porque ya han estado maquinando eso en sus cabezas, estos últimos meses, ella de igual forma iba interdiario a ver al bebe y a quedarse con el, porque cabe resaltar que despues del primer incidente que mencione antes, ella salió de la casa de sus padres y nos fuimos a vivir a un departamento, y ayer que mi enamorada quiso sacar al bebe para traerlo para nuestro departamento para pasar hoy feriado con el bebe no le quisieron dejar sacarlo en el colmo de la conchudez, la jalonearon con el bebe en brazos y la golpearon, yo la estaba esperando en otro lugar para darle alcance porque si me veían alli hubiese sido peor, la cuestion que ella me llama desesperada que la estaban reteniendo, fui corriendo y me recibieron con piedrones, peor que delincuente, la verdad caca seria poco decir lo que tienen en la cabeza estos señores, obviamente solo trataron de intimidarme, [casi] me agarro a golpes con el sujeto pero el cobarde nunca quiso salir, solo hacia ademanes pero ya saben como son este tipo de gusanos que se esconden bajo las faldas de las mujeres, en fin, luego de alli tuvimos que dejar al bebe y nos fuimos directo a la comisaria, justo cuando estabamos planteando la denuncia llegaron ellos, no se porque el policia nos hizo salir de la sala, les tomó primero la declaración a ellos y luego a mi enamorada, solo nos dieron un oficio indicando lo del maltrato y que no le quieren dar al bebe, pero antes de entablar la denuncia nos dijero que ella vaya al médico legista, cosa que por ser las 2 de la madrugada no habia quien la tomase en el poder judicial, por eso ahora hace instantes ella ya se lo tomó y ahora nos encontramos por el poder judicial de su zona, para la mala suerte me acaba de informar ella que no la quieren atender por ser feriado y no hay nadie que atienda, quiero sus consejos porfavor."	casi	NH
computo general... no es cuando lanza [algun] resultado como por ejem.	algun	HPROP
Las primeras veces no notaras un cambio radical, si es [seguido] obvio que es dañino y te puede causar caída de cabello y malograrlo en general al igual que tu cuero cabelludo.	seguido	HPROP
También [podrias] referirte a galatas 5 en donde cita los frutos del espiritu santo:	podrias	HREL
Creo que [deberias] leer antes los anteriores mensajes y te daran algunas direcciones.	deberias	HREL
son la segunda fuerza opolitica del pais y todo lo mandaron al EXCUSADO [principalmente] en el DF.	principalmente	HPROP
"Pero yo prefiero partir de algo [bastante] real como la persona, el individuo, en lugar de presuponer cierto principio ""superior"" para fundamentar la temática moral."	bastante	HPROP
Por otro lado no tenian [bastantes] fuerzas para atacar la URSS, la mayor parte de sus divisiones se encontraban en China y solo hubieran podido disponer de una docena de divisiones, insuficientes a todas luces.	bastantes	HPROP
en el futuro no solo se podrá detectar movimientos naturales con el desarrollo de la tecnología se podrá detectar a personas en tierra en tiempo real, bueno quien sabe quizá EEUU ya tenga esta tecnología desarrollada en el area 51 gracias a DARPA o [quiza] ya lo hallen desarrollado hace muchos años pero	quiza	HREL
Como jubilado del IMSS [supongo] que paso un friego de anios haciendose guey para malatender pacientes.	supongo	HREL
"Yo te pongo lo anterior para ver si ""la ves"", para ver si te abstraes de tu [reducido] plano fisico y tratas de ir mas alla."	reducido	HPROP
Por eso le [sugiero] a él y a otros interesados .	sugiero	HREL
Francamento con [confio] mas en las vacunas Chinas, que en las vacunas gringas o europeas en el caso de la influeza y el porque radica en los problemas que han presentando los laboratorios mas comunes.	confio	HREL
[multiples] regulaciones y realizado varias afirmaciones inciertas.	multiples	HPROP
"Los árabes cristianos son seguidores, por lo general, de [alguna] de las iglesias de oriente: coptos, maronitas, griegos ortodoxos o griegos católicos."""	alguna	HPROP
A Ventanilla no estoy seguro, pero la última que va con dirección a Villa el Salvador pasa por aquí temprano nomás, [aproximadamente] a las 10:00 p.m. de la noche.	aproximadamente	HPROP
Si usted ve que [alguien] no ***ple con las reglas, hágaselo saber al Staff y el mismo se encargará del problema.	alguien	HPROP
ciertamente yo no creo en su existencia pero respeto a quienes si la tienen, pero la lógica, la historia y la ciencia muestra que dios no es amor, si dios fuera amor no habrían niños que solo rezan por tener [algo] qué comer o algo con qué abrigarse y si dios está esperando que los ayudemos... mientras espera, ellos se mueren.... y para mi eso no es amor.	algo	NH
"bien, el tema lo debemos forear con calma, segun se, carlos, el reino de DIOS esta en el cielo y en la tierra lo representa la IGLESIA y la iglesia en si somos todos los seres humanos que lo deseemos o seamos "" elegidos "" y ocupemos los cargos ecleciasticos o los [multiples] grupos de laicos."	multiples	HPROP
En [algunos] asuntos, la teoría de Huntington no se ha cumplido aún.	algunos	NH
Si [sin duda], toda la razón campeón.	sin duda	HREL
A mi [particularmente] no me sirvieron los psicólogos, siempre dejaba de ir a la 3era o 4ta cita por que no sentía ningún cambio y yo perdía la paciencia, por lo que estoy en busca de un psiquiatra que espero me de una salida definitiva.	particularmente	HPROP
me imagino que esto queda en la zona norte pero en el mapa no lo [encuentro]	encuentro	NH
En mi opinión el no poder ser idealista es [bastante] triste, a todos nos mola el rollito Maquiavelo, pero no podemos justificarlo realmente igual que no puedo el en su dia salvo sustituyendo los valores imperantes en sociedad.	bastante	HPROP
Por mi parte no le tomo interes &amp; de las personas que me he sentido [un poco] atraido, siempre me terminan decepcionando de alguna forma, no me refiero a dentro de una relación, sino por ejemplo sabes que es una chica bondandosa con los animales &amp; tranquila,entonces ella te genera interes, pero te enteras que es prejuiciosa &amp; le gusta generalizar, entonces esa atracción desaparece poco a poco &amp; inclusive puede llegar a desvanecerse, aunque es normal que suceda ello en tan solo una atracción.	un poco	HPROP
No, no es gay, y no [deberias] juzgar por las apariencias, las costumbres culturales y sociales de las personas no determinan su sexualidad, por ejemplo los arabes y los rusos se saludan de beso, y no son gays, al contrario para ellos la homosexualidad es abominacion, En escocia los hombres usan falda, en la antiguedad los hombres usaban vestido, eso no es homosexualidad solo son diferencias culturales.	deberias	HREL
Un papel estelar junto a un ídolo como Jorge Negrete era una puerta lo [bastante] grande para que la cruzase sin reparos una mujer dotada de tanto carisma y autoestima.	bastante	HPROP
El finde semana que viene estaré por allí necesito [algunos] accesorios como flash, trípode, softbox y algunas cosas más.	algunos	HPROP
Así pues, es superficial decir que porque supuestamente Wiracocha o Sume, etc, fuesen educadores rubios o barbados que llegaron a estas tierras, [necesariamente] tienen que ser todos ellos nada más y nada menos que Cristo resucitado.	necesariamente	NH
¿Os encantan las definicones eh? pues esta vez paso de poneros el link a wikipedia que no [creo] que haga ni falta.	creo	HREL
Creo este tema debido a que ya mañana empieza el Rally y porque varios foristas estan emocionados con el Dakar e iran a verlo y de seguro tomaran fotos asi que aqui pueden postearlas para que los que no tuvieron suerte de ir aunquesea lo vean por fotos, por mientras yo no me encuentro en Lima pero tal vez [alguno] de ustedes fue al village y tomo fotos, cuando pase por mi ciudad posteare mis fotos.	alguno	NH
En cuanto a lo del maltrato infantil, [propongo] que en un futuro se aplique multa a quien haga una pregunta así para desprestigiar a quien pide equidad de género.	propongo	NH
[tal vez] tuvo problemas en algun reten policiaco o militar y eso lo trae muy herido, su queja principal son la inconstitucionalidad de los retenes, algo le paso...Saludotes mariloli...	tal vez	HREL
Cuando dices que esperas al hombre perfecto para ti, [asumo] que te refieres a que esperas encotrar una pareja y tener una relacion de enamorados.	asumo	HREL
CSKA  : La verdad me hubiera gustado que ganen, especialmente viendo lo mezquino que fue el madrid que [especulo] demasiado.Solo vi el primer tiempo, me parece que en el segundo entro Honda lo cual me parece raro, a lo mejor recien se recupero de una lesion o algo.	especulo	HREL
"Mira Tío, muy al margen de si eres ateo o creyente, déjame decirte que necesitas ir a ver a un psicoanalista, y te lo digo en serio, porque tu no has nacido adelantado a tu tiempo, ni eres futurista, de hecho ni siquiera sabes escribir y argumentar correctamente, solo tienes [un par] de argumentos los que repites constantemente, y no te da para enfocar el tema de otros ángulos, puesto que si es verdad lo que dices esta verdad debería poder ser demostrable desde diferentes ángulos... te acabo de presentar un nuevo enfoque, y lo obvias, porque no tienes la capacidad de cuestionarlo..... de hecho tu vocabulario es bastante limitado y no te sabes mas adjetivos que decir ""febril imaginación"""	un par	HPROP
Puede parecer extemporaneo mi comentario, pero generalmente no dejo de contestar cuando [alguien] se dirige a mi aunque nunca haya sido mi intención interactuar con esa persona.	alguien	HPROP
que en esos pueblos de la sierra [raramente] hay robos, porque LA MISMA GENTE ayuda, y es una excusa estupida eso de que ''puede tener un arma blanca y apuntarte'' si entre 7 u 8 se lo inmoviliza no tiene oportunidad de sacar ningun arma y mientras se lo sostiene se le quita el arma y se quedo desprotegido, se llama el serenazgo y un chorito mas a la carcel, es facil, solo que la gente es indolente e indiferente, solo piensa en sexo y comida	raramente	HPROP
esto no tiene sentido [alguno]	alguno	HPROP
claudia serpa esta vez si canto como [debe] de ser, pero aunque la custionen por ser bonita, deberia mejorar para la proxima	debe	HREL
Vean a las mujeres indígenas que traen a su chiquillo colgado en la espalda, [alguna] vez los han escuchado llorar?	alguna	HPROP
No creo que pague, [probablemente ]cobre.	probablemente	HREL
Creo que ahora los bancos y financieras reparten sus tarjetas a diestra y siniestra con toda la intención de que no las podamos pagar para ellos hacer ahí su gran negocio cobrando comisiones, moras y gastos administrativos con intereses astronómicos, creo que esto de la tarjeta de crédito se [deberia] de regular para evitar que mucha gente caiga en esto	deberia	NH
conozco muchas como tu lo señalas y [generalmente] los tienen y le ponen niñera o sus familias las cuidan.	generalmente	HPROP
Precisamente por eso no [entiendo] a que venía eso, porque no veo el conflicto de definiciones por ninguna parte.	entiendo	NH
"Por otro, si bien [rara vez] hago comentarios suelo entrar mucho al foro, para informarme sobre algún tema en particular o para ""ver qué onda"" y últimamente cada vez que entro en la mesa redonda hay una página entera de threads nuevos que se podrían resumir en 2 o 3 y eso lo que genera es que quizá otra información relevante quede relegada o perdida."	rara vez	HPROP
Mientras ustedes haterean en PES14 yo sigo jugando Nintendo World Cup  ok, fuera de bromas, los peores juegos de este año para mi fueron el RE Operation Raccon City y....uhmm...[creo] que nada mas, ¿por ahi lei que Last of US es mal juego?	creo	HREL
Yo pense que la linea 34 era un vago recuerdo de mi niñez, hasta que por mi casa una vez se abre una cochera para que entre un auto y veo al fondo un vejestorio azul con techo blanco y franjas amarillas, todo empolvado el pobre bus [seguro] que no avanza solo ni un miserable metro, el techo parecia plomo.	seguro	HREL
Hemos eliminado [gran parte] de los elementos aleatorios de DotA para que depend‡is m‡s de vuestra habilidad que de vuestra suerte.	gran parte	HPROP
