segment	proposition	belief_type
Exactamente, hay que aprovechar las becas, como te digo aun les faltan unos años porque todavía andan en primaria, pero si tengo ya medio ojo puesto en esos asuntos, porque supongo que en un lustro las becas serán diferentes o habrá actualizaciones, o [quien sabe], capaz que me saco la loería o la casa del tec (aunque lo dudo porque nunca compro)	quien sabe	HREL
Pérez-Reverte valoró ante el [reducido] auditorio su trayectoria literaria, que describió como “una borrachera de talento que se desparrama página a página como en una eterna eyaculación”.	reducido	HPROP
Mis favoritos son restaurantes locales y [basicamente] italianos.	basicamente	HPROP
soy chico de 27 añopues soy nuevo ya tengo planeado ir a la ciudad de hamburgo, [principalmente] encontrar curro y aprender el idioma, hice un curso de aleman basico asin que lo basico lo se, ahora lo estoy repasando.	principalmente	HPROP
Asi pues si sabeis de [algun] caso parecido y de como puedo agilizar el tema	algun	HPROP
"Y DIGO LA ADQUIRIDA PORQUE POrque por ius sanguinis (derecho de sangre) si que se podrian tener las dos nacionalidades : es decir papa ingles y mama española o viceversa,entonces sí,por ""ius sanguinis"" [podria] tener las dos nacionalidades."	podria	HREL
Mi marido, al ver que [a veces] nos ayudábamos de un trozo de pan junto con el tenedor para comer, me dijo que en Alemania eso es de mala educación, que sólo se come con cuchillo y tenedor.	a veces	HPROP
"Pero insisto en que [deberias] tambien informarte de quien financia esos cursos por muy ""estatales"" que los llamen."	deberias	HREL
Por cierto, a alguien más le han intentado clavar por tener una BB y que [aparentemente] los planes de datos no sirven para las BB y tienes que pagar bastante más adicional??? Flipo un poco...Si yo lo único que quiero es tener emaaaaaail!!!	aparentemente	HPROP
[asumo] un nuevo mea culpa en mi visiónsesgada porque admito que mi sueldo sí que ha subido.	asumo	HREL
por cierto,  tiene razon, pueden funcionar juntos, [algun] rollo de configuracion, si me vas poniendo los errores que te da y lo que haces PASO POR PASO te puedo ayudar	algun	HPROP
Lo mismo [debe] ocurrir si la cosa es al revés.	debe	HREL
"Por esas casualidades del destino, los que vienen de países ricos (occidentales, se entiende), digamos Inglaterra,Holanda, EEUU, Bélgica, Austria, Dinamarca... suelen tener una lengua, e idiosincrasia similar a la alemana, incluso el clima de estos países de origen suele ser ""malo"", esto unido a que los inmigrantes de estos países vienen con una formación y a menudo vienen a trabajar a filiales de empresas de sus respectivos países, pues [probablemente ]se adapten mejor a D-land que los españoles."	probablemente	HREL
* Unas 3 semanas en llegar la carta, luego la fecha que te daran sera para el siguiente mes [mas o menos].	mas o menos	HPROP
Tu [deberias] hacer un blog explicando esas cosas!	deberias	HREL
"[sugiero] ""workaround"" para evitarlo y acierto; una semana mas en observacion; la infeccion se cansa de mi y me deja en paz."	sugiero	HREL
Me [suena] de haber leído por aquí que los jugadores no se sienten parte de un proyecto y que nadie sabe a qué juega el Madrid.	suena	HREL
Muy bonito, pero el que ha escrito el articulo...[supongo] que se refiere a Braunschweig, pero lo ha escrito tal y como suena.	supongo	HREL
Hola, soy Javier y tambien me marcho para Pekin en un mes [aproximadamente] a trabajar.	aproximadamente	HPROP
La idea de ir a vivir a Miami surjió después de animarnos a ir a Estados Unidos a trabajar y después de mirar [varios] sitios hemos pensado que es el mejor (a nuestro criterio).	varios	HPROP
Gracias y [espero] que nadie tenga problemas con ningún vuelo :)	espero	HREL
Nosostros hemos [reducido] jornada los dos @DorisDay.	reducido	HPROP
Eso sí, del mismo tipo que el puesto ofertado (que efectivamente debe ser cualificado y no [necesariamente] univesitario).	necesariamente	HREL
El caso es que por lo menos yo e imagino que mucha gente, poco a [poco] ves como la situación ya deja pruebas a la vista de lo delicada que es y cada vez mas; gente discutiendo en los hipermercados con las cajeras por precios, tarjetas de pago etc. vecinos a los que les embargan los pisos con hijos de 10 años y madres solteras, etc etc etc etc etc etc.	poco	NH
Me [suena] un poco a publicidad gratuita, de todas formas	suena	HREL
[deberias] advertir que el post es un Artículo.	deberias	HREL
Me voy alli a estudiar un Msc ahora en Setiembre... alguien [puede] decirme algo sobre el lugar?	puede	NH
Cuando ya llevas [un par] de semanas aqui empiezas a echar de menos a tu familia y lo bien que estabas en Espana, pero realmente es una experiencia positiva.	un par	HPROP
[asumo] que eres mujer...  ora et labora, hermana.	asumo	HREL
a finales de junio acabo un master y quiero marcharme sin billete de vuelta a bristol, aunque calculo que como mucho estaría hasta Navidad (aunque... [quien sabe]) necesito aprender mucho mucho mucho inglés para completar la formación de ese máster que estoy cursando.	quien sabe	HREL
Sí, KD, yo también te [entiendo].	entiendo	HREL
Si hablas del matrimonio entre parejas del mismo sexo, por ejemplo, si se le quita ese derecho es porque no esta legalizados en [la mayoria] de estados.	la mayoria	HPROP
"Mírate en Google ""fraudes científicos""... precedentes hay [bastantes] como para no creer en alguien ciegamente."	bastantes	HPROP
no [creo] ke sea cuestion de paises, si no mas bien de personas... da iwal ke estés en china como en España!! la gente es iwal de apañá	creo	HREL
Donde me gustó mucho fue Laos y Camboya que [practicamente] se habían abierto al turismo cuando estuve.	practicamente	HPROP
Mis hijos han nacido aquí y hablan [principalmente] Alemán, un poco de Español y un poco de Búlgaro.	principalmente	HPROP
Bueno pitguigo a mi se me hace increible tambien, ahora si que estoy yo tambien confundido ¡! porque resulta que a mi me quedaba claro, que en inmigración de cualquier aeropuerto USA si saben cuando te vas, por el registro de pasajeros [imagino]... Pero en el caso que cuentas, me parece bastante sorprendente que no tengan control en cuanto a si te vas o no.	imagino	HREL
En realidad cualquier tienda [puede] prohibir o no los perros (las de comida no tienen mas remedio), depende del dueno.	puede	NH
En fin, tengo una situación [un poco] delicada y no sé por dónde va a salirnos el tema...	un poco	HPROP
a mi me paso igual y bueno me apañe un coche [medio] regular y voy al pueblecino donde trabajo, a media hora.	medio	HPROP
"bueno bada [confio] en ti para que escribas algo que llegue, y como dices tu ""aderezado"" con los comentarios de los spaniardos jjajaja"	confio	HREL
Personalmente he estado con [varios] visados temporales de distintos tipos hasta que he aplicado este año para la residencia.	varios	HPROP
En mi academia querían que les enseñara [aproximadamente] 1500$ por mes que estuviera allí.	aproximadamente	HPROP
joooo, Dussy, es que sebas es el único que coquetea conmigo, aunque sólo sea platónicamente, y a una le gusta que le regalen el oído aunque sea [virtualmente], :D	virtualmente	NH
Mejor no hablemos de las fiestas de la espuma que nos banean directamente, no se si [alguna] vez estuviste en las dalias.........dios mio de mi vida...las cosas que se veian alli, hacen que lo de las palomitas sea una partida al parchis.	alguna	HPROP
Pero bueno, parece que algunos necesitan pegarse a muerte [virtualmente] para desahogarse o algo.	virtualmente	HPROP
[aparentemente], las tuberias se habian congelado asi que no podiamos utilizar los grifos, no podiamos ducharnos ni nada, con lo cual celebrar una fiesta quedaba fuera de toda posibilidad y estuvimos con todo empantanado durante una semana.	aparentemente	HPROP
Pues si tuviera que arrepentirme de algo realmente, sería de no haber [seguido] estudiando sueco y no haberme ido a Suecia, o de haber dejado marchar a mi rusoespañol, o de no haberme casado con mi escocés.	seguido	NH
¿[tal vez] pq son 'muy diferentes' a los demás?	tal vez	HREL
Se tiene que apoyar [necesariamente] en lo colectivo, no le queda otra opción, quiera o no quiera.	necesariamente	NH
No se si eso llegaré a superarlo [algun] día, espero que sí, porque si no se me complicarían mucho las cosas.	algun	HPROP
Cuando se puede ver algo o en este caso ver alguien que es honesto o [parcialmente] directa o indirectamente con sus sentimientos es posible tomar las decisiones adecuadas, pero y si es lo opuesto?	parcialmente	HPROP
Hola Marcos, aquí estuvo un colega mío de Canarias viviendo un tiempo y [creo] que está muy bien, a ver si lo localizo y te informo porque está viviendo en Praga y hace tiempo que no hablo con el....	creo	HREL
[tecnicamente], el sistema bancario espanyol esta quebrado, si se mantiene con el dinero publico o con lo que vende espanya en bonos...que al final pagamos entre todos...	tecnicamente	HPROP
"Para seguir a los A-levels (que es el GCE, el General Certificate of Education) los colleges o sixth-forms (en Reino Unido un ""college"" hace referencia o bien a un colegio mayor de Oxbridge o bien a un instituto, no a la universidad como en Estados Unidos) te piden 5 GCSE entre A* y C. Se suelen hacer entre 8 y 11, [por decir algo], aunque también hay gente que hace 7 y gente que hace 15."	por decir algo	HPROP
Pero sin saber el ingles, aunque sea basico/intermedio es [practicamente] imposible encontrar trabajo aqui, a menos que sea de limpiador o de taxista...y aveces ni eso!	practicamente	HPROP
La nobleza, como los príncipes/as herederos tienen obligaciones reproductivas, así que el amor es secundario y [frecuentemente] el amor se convierte en esos casos, en prisiones para toda la vida.	frecuentemente	HPROP
SI bien es cierto que algunos se fueron de ilegales en los 60 y 70 también hay que destacar los millones que no se fueron de esa manera, yo [particularmente] en Venezuela puedo decir que los miles de Españoles que conocí, ninguno que haya estado o ingresado de forma irregular.	particularmente	HPROP
Pues si te [sugiero] un lugar (no he estado en demasiados pero quizas sea uno de los lugares mas bellos y no es un destino turistico tan explotado) la costa amalfitana en Italia, cerca de Napoles y en frente de Capri, es un sitio mediterraneo pero bestial!	sugiero	HREL
No [entiendo] el comentario de @malagueño... que tienes contra  ? a mi me parece muy coherente lo que ha dicho....	entiendo	NH
"Además ese ""¿cómo estás?"" suele ir seguido de una charla [mas o menos] prolongada, dependiendo del tiempo que estéis sin veros y del grado de afecto o conocimiento que se tengan los que se hayan saludado."	mas o menos	HPROP
La cantidad de dinero a demostrar es a la escuela y a la embajada, aunque [usualmente] la embajada no te lo miran, ya que se fian de la escuela y del I 20 que te dan, aunque de todas formas tienes que llevarlo a la entrevista en la embajada.	usualmente	HPROP
A eso le hemos añadido el matiz social de la comida, que se traduce en comer con aquellos con quienes también compartes casa, repartiéndose los turnos de cocinar, fregar, etc. Es por pura sociabilidad y organización, porque a [la mayoria] nos gusta compartir ese rato con la familia, pareja, amigos, compañeros, etc...al menos una vez al día si se puede.	la mayoria	HPROP
Menuda demagogia acida arrastran [algunos], cuando lo normal seria alegrarse sin condiciones.	algunos	HPROP
A mí siempre me han dicho que [la mayoria] de los dictadores son Sagitario... por eso no suelo sacar nunca el tema :-D	la mayoria	HPROP
nena yo me [siento] mas o menos como tu,	siento	HREL
Pues con todo lo que llevo leido de la vida en Japón en este foro, [probablemente ]no sea de los mejores sitios para un extranjero, en general.	probablemente	HREL
@okf, pero que dicesssss?? Si os he visto hasta yo, que habeís colgado fotos vuestras!!! Bueno el nuevo no, y citizen se me escapa, pero todos los demas [creo] que ya habeís puesto foto.	creo	HREL
Resulta que llevaba ya prácticamente sufriendo mobbing por los compañeros [principalmente] en mi lugar de trabajo desde hacía casi 4 meses.	principalmente	HPROP
"estás en Múnich o Berlín que con tu último post no me queda claro... si estás en Múnich los barrios más conflictivos o que tienen ""fama de"" suelen ser Neuperlach y Berg am Laim, yo cuando estuve por allí viví en zonas bastante céntricas porque aunque te salga un poco más caro puedes ahorrarte bastante en medios de transporte que son [bastante] caros."	bastante	HPROP
Por otro lado esto me [suena] a Fast and Furious.	suena	HREL
Ahora se defiende [bastante], y mucho ha sido gracias a sus compis de curro.	bastante	HPROP
Yo [diria] que 'joyas' que deben preservarse por el bien de la humanidad e incluirlas como tributo póstumo en las antologías del disparate.	diria	HREL
....lo veia alli y lo veo aqui (queria decir)....va en cuestion de educacion no [necesariamente] es el pais.	necesariamente	HREL
"De acuerdo, pocos continúan su instrucción después de algunos meses, pero generalmente ocurre por culpa de otros factores (familia, trabajo, tiempo, etc.), no [necesariamente] por una agenda oculta por ""imponer"" el español."	necesariamente	HREL
Siento el sufrimiento español como si fuera el mio, que lo [considero] asi.	considero	HREL
Y los cristianos tienen prohibido envidiar, tener relaciones prematrimoniales, ser avaros, comer de mas, enfadarse, desear al otro sexo...En fin, [la mayoria] de musulmanes son mucho mas consecuentes con su religion que los catolicos, que son pura hipocresia.	la mayoria	HPROP
, el home report da pistas, lo suele poner en el tipo de construction, [generalmente], si no pone traditional... sospecha	generalmente	HPROP
Bueno, sigue así y le diré a Eneko que revise si esos privados de los que hablas son ciertos..y haga [algo] para que dejes de dar por saco.	algo	HPROP
En cuanto Londres, es una ciudad que me gusta pero yo también prefiero un rollo Sabadell ( cerca de Barcelona pero con centros comerciales etc…) u otra ciudad mas Inglesa, barata y manejable, por lo dicho quiero aprender Ingles por parte de Ingleses, peeeeero el GRAN problema es que mi nivel de Ingles es intermediate hablo mas que [entiendo], pero aun así es bajo, y mas como para trabajar cara al público, y como bien habéis dicho el trabajo va en función de tu Ingles así que creo que Londres en verano con los juegos olímpicos tendré mas posibilidades de trabajar en algo que no sea cara al publico que en una ciudad “pequeña”, que si me aseguran un trabajo donde sea voy!!	entiendo	NH
"Si también salió un tío que había vivido 12 años encima del zulo (que también tiene tela, alquilar una habitación o parte de la casa, sabiendo lo que tienes en el sótano), y decía que normalmente por las noches oía algún ruido, y que siempre lo veía entrando con [bastantes] bolsas de madrugada, y que incluso un día el tipo le dijo que ""entraría en la historia""."	bastantes	HPROP
*Hay partes de las historias que siguen sin aclarar y han suscitado [multiples] interpretaciones	multiples	HPROP
Y a todas las personas que no han tenido la experiencia de enfrentarse a la otra cara de la integración, les [sugiero] que no pasen de largo, y que contribuyan con su ayuda y apoyo a modificar la postura de los políticos hacia una verdadera y pacífica convivencia de toda la sociedad, pues ello está en sus manos, y es, además, su deber.	sugiero	HREL
Luego tu tarjeta sanitaria europea, si tienes suerte que te la aceptan en el chômage bien sino tienes swisscare que es para au pairs y estudiantes cuesta el [seguro] 214 cada 3 meses,	seguro	HREL
: Si yo veo gente desconocida sentada en la acera de mi calle [seguro] que tambien llamo a la policía.	seguro	HREL
"Mira que hay foros donde [podria] despacharse a gusto, y despotricar del ""socialismo""."	podria	HREL
Yo creo que hay tantas cosas que se pueden cocinar de manera sencilla y [relativamente] rápido, que no entiendo comer con poca variedad, o pan con.... Es que lo del pan XY lo llevo de mal...	relativamente	HPROP
Yo, al currar con gente joven aprendí a la vez el frances educado y el que se habla en la calle, aunque a veces confundia cosas y la liaba [un poco] xD	un poco	HPROP
No, estoy en contra de eso, una persona [debe] morirse cuando le llegue su hora, y de muerte natural, no debe suicidarse a no ser que se le vaya la cabeza y se suicide sin ser consciente de lo que ha hecho.	debe	NH
Siendo el partido conservador el que esta en el poder, [tal vez] la cadena conservadora en la que trabjas hagan algo.	tal vez	HREL
pues no se si te [suena] Choi Hong-man (el Goliath).	suena	HREL
[siento] no recordar detalles.	siento	HREL
Que decir de mi, que me encantan los niños, soy monitor de ocio y tiempo libre desde hace 3 años y trabajo en actividades extraescolares en un colegio, aparte soy canguro [ocasionalmente].	ocasionalmente	HPROP
Yo, [particularmente], no les envio el lidiar todos los días con sacos de hormonas en plena efervescencia, niños que no están para nada acostumbrados ni a la disciplina ni a recibir un no por respuesta ni saben gestionar las frustraciones ni bichitos que, a la mínima, se meten una cera por la nariz.	particularmente	HPROP
Por supuesto, [hay quien] que se ha quejado, aunque a la danesa, poniendo carteles en las ventanas :)	hay quien	HPROP
El sitio es [bastante] nuevo, esta limpio y los recepcionistas son amables (especialmente Chantal).	bastante	HPROP
Tenemos dos sueldos, ya, pero hemos estado viviendo del suyo [bastantes] años y no me puedo quejar, desde el 2006 nos ha llegado para una casa de 5 habitaciones en un suburb bueno (con una hipoteca es de unos 1500 al mes), 2 coches normales, hemos comido todos los días, hemos podido ir al médico aunque gracias a dios no lo hemos necesitado mucho, hemos salido lo que nos ha apetecido, mis hijos van a la guardería, hemos podido viajar un poco por aquí y en Navidades a España, y la verdad nunca me he preocupado por no poder llegar a fin de mes.	bastantes	HPROP
Y también las clases que des en un futuro, no? Me [supongo] que tendrás que certificar que conoces el catalán con algún título o algo, pero lo que es el examen y la exposición... debería ser en Inglés, como en toda España!	supongo	HREL
no es un gesto que le honra, este tio esta muy bien aconsejado, lo ha hecho por que si no seria peor, saben que no tienen que calentar mucho a la gente, no es buena persona y dire por que; con la que esta cayendo es el pais, si lo ha pagado el, en lugar de gastarse ese dinero en irse de caza, lo [deberia] de donar a una asociacion que ayude a familias necesitadas, hubiese demostrado tener buen corazon, por que, no nos enganiemos, se puede haber gastado la friolera de 60000 euros como minimo, esta gente usa el pais y la gente tan contenta de tener Rey, no lo entiendo, para que sirve?	deberia	NH
Encima si buscas piso y no habitación todavía más complicados, ya que [generalmente] los alquileres (por lo menos en Bristol) son mínimo de seis meses.	generalmente	HPROP
Lo de chingar sí que me [suena] vaya.	suena	HREL
La verdad que he visitado [bastantes] sitios, pero aún me quedan muchos.	bastantes	HPROP
"gracias por el piropo :P me [considero] joven, pero ya no ""muy joven""."	considero	NH
En la calle no se venden drogas, no hay atracos ni nada parecido, bueno, muy [ocasionalmente], yo en seis años solo vi un atraco de un taxista.	ocasionalmente	HPROP
TeresaGarcia, la harina de chana dal se llama también besan, igual preguntado así la puedes encontar en [alguna] tienda.	alguna	HPROP
creo que lo del cura ya lo he explicado, creo que sin andar con muchas sutilizas se entiendo lo que quiere decir tendenciosidad en exponer una noticia para acto [seguido] decir que poco menos habrà que salir corriendo de este pais de nazis, el ser tendencioso es algo que en mi opinion no es positivo.	seguido	NH
yo porque ya no como esas cosas pero buena la morcilla.. buen rica rica que [diria] el arguiñano (otro que echamos de menos.. vosotros no? jeje)	diria	NH
"Pues yo estoy más con  que con ... supongo que tambien soy un poco virtualmente antisocial pero [considero] que ya hay suficientes ""malentendidos"" en mi vida debido a barreras culturales e idiomaticas como para añadir un exceso de los que se producen por no hablar cara a cara."	considero	HREL
Es verte, de buenas a primeras (en mi caso, creo que fue a partir de plantarme y decir que si salía a las 2 de la mañana cuando tenía que hacerlo a las 8, no me iba a entrar a las 9 ni de coña) ninguneado por tu jefe y/o tus compañeros (en mi caso, sólo una parte de mis compañeros siguieron el juego al jefe), que [de repente] todos tus trabajos se tiren para atrás, tus opiniones son ridiculizadas, te critiquen abiertamente delante de los clientes, los trabajos de los que todo el mundo escapa como de la peste te son asignados (cuando tú ya tenías tu plannig para la siguiente semana bien definido).	de repente	HPROP
La otra cosa que se suele hacer por estas épocas es plantar...su jardín de hortalizas o flores, etc. En realidad con el clima que tenemos ahora, en la ciudad de Toronto por lo menos, yo y mucha gente ya, suelo plantar mucho antes...[raramente] hay ya heladas graves en Toronto en Abril...pero cuando yo era pequeña lo normal era esperar hasta que llegara el Victoria Day...por las dudas.	raramente	HPROP
"Y por otro lado lo de las ""escorias nucleares"" que [particularmente] es lo que mas me preocupa a mi, pues ya que contaras como es que las eliminan de forma economica para incrementar las ganancias....."	particularmente	HPROP
reconozcamos que en latino américa hacen un cine muy malo por lo general... con sus excepciones como el cine argentino y [a veces] el mexicano pero el resto... puufff da miedo ver eso sin haber visto un trailer por lo menos :)	a veces	HPROP
ira:cada vez que algún listo ignora el cartel de metro por [medio] metro de color naranja chillón y negro que dice que el estacionamiento es exclusivo de mi negocio, en dos idiomas, dioooos qué cara le echan algun@s	medio	HPROP
Hola a todos, llevo un año trabajando en Lucerna, tengo contrato por temporera y por tanto el permiso L, pude alquilar un estudio pero se me queda pequeño debido a que mi mujer se viene a vivir para aquí,pero no doy encontrado nada, a ver si [alguno] de vosotros me dice como hizo o sabe alguna pagina que se anuncien particulares.	alguno	NH
[supongo] que la gente tendrá un seguro privado para cubrir lo que no paga la seguridad social de UK.	supongo	HREL
En mi casa siempre hemos tenido perros, y te [entiendo].	entiendo	HREL
Espero que este hilo ayude a [alguien], si teneís algo para añadir, os agradezco.	alguien	HPROP
Una organización social que condena a la mayoría de la juventud a la marginación, a [gran parte] de la población activa al desempleo, a los jubilados a aspirar únicamente a la supervivencia, a los niños a crecer en un ambiente donde reina el mercantilismo más chato, y al conjunto de la población a tener como referencia básica en la vida la puerilidad y la superficialidad.	gran parte	HPROP
Yo [diria] que con una hipoteca, clases en la universidad y bastante dinero en el banco no deberia de haber mayores problemas, pero no quiero asegurartelo, no vaya a ser que luego te lo denieguen y me eches la culpa :P, aunque si no te lo conceden a ti con hipoteca y dinero no se a quien se lo van a dar entonces.	diria	HREL
Pero me siento afortunado porque [quien sabe] como seria mi vida en este momento si yo no hubiera nacido aquí.	quien sabe	HREL
Porque tengo la impresión que entienden [parcialmente] lo que quieren y yo quiero que entiendan la realidad, no la ficción!!! ;-)	parcialmente	HPROP
PD: alguien me [podria] decir, a que podría equivaler un ciclo de grado medio y superior (Técnico y Técnico superior) en producción por mecanizado?	podria	HREL
Me sumo a las búsquedas de habitación por una temporada en NY, en mi caso es menos tiempo, voy por trabajo solo tres meses y en principio me iria sobre el 15 de julio [aproximadamente] pero me tengo que buscar yo el alojamiento.	aproximadamente	HPROP
Existe alguna posibilidad de alquilar, aunke sea adelantando [varios] meses (además de fianza)?	varios	HPROP
Por eso, trabajar como au pair [parece] ser un excelente compromiso.	parece	HREL
Si a [alguien] esta interesado en conocer gente nueva, me ofrezco voluntaria jeje!! Un besote a todos los callejeros viajeros :P!!	alguien	HPROP
Así a bote pronto, creo que se ha reducido la aceptación de la violencia y la institucionalización de la violencia en [gran parte] del mundo.	gran parte	HPROP
Ale, a darle caña ([virtualmente])	virtualmente	HPROP
una lástima, pero yo no puedo la próxima semana ya que trabajo por la tarde y termino bastante tarde también.. ;) [quiza] en tu próxima visita!! De todas formas, quizá alguien de los frecuentes por aquí puede quedarte un ratillo!! Suerte!	quiza	HREL
Espero que os vaya bien y [quien sabe], igual un dia cuando volvais a Malaga echais de menos cosas del norte.	quien sabe	HREL
De todo habrá, , pero [a veces] la gente va porque en el médico de familia les han dado número para una semana y no pueden esperar.	a veces	HPROP
Aqui en Turquia [no se] puede beber agua del grifo en Estambul, Ankara y Eskişehir.	no se	NH
los de que todo es naranja no [debe] de preocuparte hasta que no tengamos que jugar contra Holanda.	debe	HREL
"La probabilidad de muerte en la piscina (1 en 11.000) frente a la muerte por arma (1 en 1 millón o más) ISN Ni siquiera cerca: Molly es [aproximadamente] 100 veces más probabilidades de morir en un accidente de natación en casa de Imani que en disparos a Amy."""	aproximadamente	HPROP
Ya que has abierto el hilo, [alguien] sabe donde comprar pimentón bueno y los pimientos estos secos, no sé como se llaman, choriceros?.	alguien	HPROP
[particularmente], me parece la misma estupidez que decirle a alguien que preocupado por el medio ambiente que vaya a trabajar a caballo (en bici no, que su producció industrial contamina) y que se ilumine con la luz de unas velas hechas de cera respetuosa con la idosincrasia de las abejas.	particularmente	HPROP
que la gente se hace preguntas una vez lo ve,y [tal vez] se vayan,tal vez no,pero se lo creen.que	tal vez	HREL
O [quiza] en esa ciudad siempre se usan asi.	quiza	HREL
Hay tambien unos muy suaves, dulces y con un poco de gas, tipo lambrusco que se toman [bastante] por aqui.	bastante	HPROP
Si vivis por Washington DC o alrededores (o venis por aquí [frecuentemente]) y os animáis responded a este hilo!!!	frecuentemente	HPROP
Este hotel esta preparado para [basicamente] gente que necesita dormir y en vez de pasar la noche tirado en el aeropuerto (cosa que tengo experiencia y mientras pueda NUNCA MÁS haré) puedas tener un lugar donde dormir y descansar.	basicamente	HPROP
Quería saber si [alguno] de vosotros, o alguien que conozcáis, se había traido el coche de Espana y cuánto aproximadamente podría costar.	alguno	NH
ya, pero en el post 13 [especulo] y amplío los detalles de tan ridícula norma jajajaja	especulo	NH
Además, [frecuentemente] no se trata de ideología, sino de oportunidad de hacer carrera dentro de la política.	frecuentemente	HPROP
(visa de estudio, residencia, ciudadania, residencia provicional, residencia a [medio] camino, visa de turismo...??)	medio	HPROP
"""Una cosa que la gente olvida es que en la sociedad ([generalmente]) no hay un complot extraterrestre para que estemos como estamos""."	generalmente	HPROP
Trato de no pesar en las hostias que me a dado la vida y miro lo bueno que tengo, y lo bueno que espero que me venga si me lo [propongo] y lucho por ello.	propongo	HREL
Si haces que un oso sobreviva a base de vegetales, puedes conseguir que tenga una alimentación [relativamente] sana.	relativamente	HPROP
Es muy sencillo de manejar y asi no tendras intermediarios bancarios, ya que alli en Suramerica los bancos suelen ser [bastantes] costosos, muchisimo mas que en España.	bastantes	HPROP
En cualquier caso en estos barrios los precios [raramente] superan los 10.000 euros/m2.	raramente	HPROP
Puedes ver todos los requisitos en la web del ministerio de inmigración australiano, pero [basicamente]: tienes que tener un nivel bueno de inglés y experiencia de trabajo en una profesión que ellos consideren en demanda.	basicamente	HPROP
Es que aqui beber como se bebe en Europa esta muy jodido.. Te cazan a esa edad con una cerveza y [practicamente] te quedas marcado como un criminal de por vida.	practicamente	HPROP
Un video para visitar el parlamento sueco [virtualmente], las oficinas de trabajo de los parlamentarios, etc..	virtualmente	NH
Lo que dice  de hacerlo todos los días con el mismo es amor, el hacerlo cada día y/o [ocasionalmente] con uno diferente cada día, es follar.	ocasionalmente	HPROP
Si te pillas el bus 9, 1) os puede tocar un routemaster de los viejos, b) hace un recorrido [bastante] turístico	bastante	HPROP
Va a ser cierto eso de que Alemania no es para todos sino que sólo [algunos] logran sentirse bien aquí.	algunos	HPROP
Tú tienes a tu hija, que no es un mueble!!! precisamente si dices que está perdiendo español [podrias] montarte un planning de refuerzo, buscar libritos en español en amazon o que te enviara alguien.	podrias	HREL
Es exagerado ([tal vez] injusto) pero no es FALSO.	tal vez	HREL
yo por aquí sí que he visto [varios] restaurantes donde se puede pagar con tarjeta, y también puedes pagar tu parte por separado (cosa impensable en España), pero no en todos te cogen tarjeta VISA, por ejemplo.	varios	HPROP
Ahora mismo no se me ocurren más ideas, a ver si sobre la marcha me viene [algo] más a la cabeza...	algo	HPROP
Yo [creo] que las clasificaciones esas dependen del pais.	creo	HREL
Me [imagino] que el juez esta velando por el bienestar del niño	imagino	HREL
Yo he conocido zurdos que giraban el cuaderno y escribían en modo apaisado, he visto zurdos que escriben tapándose (unos totalmente y otros [parcialmente] (como una servidora) y otros que colocan la mano como si estuvieran cogiendo un puñado de sal y girando la mano para sí mismos (jajaja no sabía como describirlo.. menudo día!)	parcialmente	HPROP
Podemos parecer [a veces] de la tribu del pirata loco, pero sabemos que no es así, al menos no en todo momento.	a veces	HPROP
Los precios de la vivienda tienen que estar controlados y no pasar de una cierta cantidad que [deberia] aumentar según el Ipc.	deberia	NH
"Si por ejemplo te dan Toronto alli no hablan francés.... sólo Ottawa y Montreal mitad inglés mitad francés.... la mayoría saben las dos lenguas y el inglés siempre lo saben sino no podrían ver la tele por ejemplo!! Eso me [parece] absurdo!!!"""	parece	HREL
Pero que me digan ahora que el dinero no da la felicidad, vamos que si en vez de ganar X, gano 2X, mas contento que unas castanyuelas, y superfeliz, vamos que [podria] ganar menos porque de lo que gano ahorro un pico, pero si ganara mas, mucho mas, ahorraria mas, viviria mejor, me daria mas caprichos..., el ahorro es una tranquilidad, los caprichos son las pequenyas alegrias de la vida, los viajes, etc. y eso se transforma en felicidad.	podria	HREL
Hola , yo estaré más al sur, estoy mirando piso en Vaihingen, quizás podría ir un dia a verte o podemos quedar en Stuttgart que nos queda en [medio]... y te escapas de tu suegra!	medio	NH
No sé por qué se adjetiva de esa forma tan insultante a una persona que tiene varias inquietudes o capacidad para hacer cosas muy distintas y no [necesariamente] relacionadas entre sí.	necesariamente	HREL
hey! pues yo he venido a miami solo con mi pasaporte,como turista, ya se me pasaron los 3 meses, ando ilegal, tengo mi coche i mi licencia internacional,pues el que quiere peces...a mojarse el culo..ya los conseguire algun dia y si no asi ando,,conozco gente aqui que lleva 20 años ilegal,,mientras no cometas ningun delito, palante como los de alicante,y [quien sabe] con un poco de suerte los consigues mas rapido que lo que tardas en solicitar la visa, suerte.	quien sabe	HREL
hola Abel! Si todo va bien, en [aproximadamente] un mes acabaré por tierras coreanas, más concretamente en Geoje, no demasiado lejos de Busán.	aproximadamente	HPROP
En latas no encontraras mejillones ni nada de eso, directamente no existe y a [la mayoria] de ingleses les da muchisimo asco y no entienden como podemos comer eso.. son costumbres.	la mayoria	HPROP
No me hubiera importado trabajar para Rogers :) (ni a mi ni a ningun arquitecto primerizo [supongo]) Tengo una amiga sudafricana que trabaja alli y decia que se estaba muy bien.	supongo	HREL
