_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,hedge,hedge:confidence,orig_hedge,hedge_gold,sentence,usage1,usage2
589156359,true,golden,5,"",yes,0.611,algo,yes,"Para mí (casi) todos los temazos de Coldplay están en el segundo disco (""A Rush of blood to the head"" o <strong>algo</strong> así).",La situación es algo delicada.,Vi que algo se movía ayer por la noche.
589156360,false,finalized,3,11/11/2014 19:39:42,yes,1.0,rara vez,,"Primera porque llamar invierno cuando <strong>rara vez</strong> en la ciudad la temperatura baja de los 7 grados casi es insultante para otros sitios de España y el mundo que sí tienen un invierno ""DE VERDAD"".",Rara vez ceno en ese restaurante.,Otro
589156361,false,finalized,3,11/11/2014 19:42:41,yes,0.676,particularmente,,"A mi, <strong>particularmente</strong>, me parece demasiado para el armador pero bueno, no tengo nada en lo que apoyarme.",Esto no es particularmente divertido.,Otro
589156362,false,finalized,3,11/12/2014 02:42:22,yes,0.676,mas o menos,,"También quisiera saber cuanto vamos a tener que pagar de seguridad social, me gustaría que me orientara <strong>mas o menos</strong> sobre cuanto dinero deberíamos de llevar el primer mes que vayamos para poder sobrellevar bien el mes sin ningún apuro económico y por ultimo dar las gracias a la gente que se moleste es ayudarme a aclarar todas mis dudas!",Me dijeron más o menos qué tengo que hacer.,Usa más o menos azúcar de acuerdo a tu gusto.
589156363,false,finalized,3,11/11/2014 19:51:06,yes,0.6652,la mayoria,,"no me he leído todos los comentarios pero me gustaría añadir, que por mucho ingles que aprenda la gente Española en la ESO etc, el acento duele oírlo... en <strong>la mayoria</strong> de los casos.",La mayoría de ustedes me conoce.,Otro
589156364,false,finalized,3,11/12/2014 02:26:58,yes,1.0,asumo,,"<strong>asumo</strong> que USA tiene que ser muy grande (lo es) y diversa, asi que solo espero que a pie de calle la gente sea un poco diferente de como me la pintan por la tele, o de lo que me han contado amigos que han estado alli (que ya se que no es valido como criterio, pero es todo de lo que dispongo a dia de hoy).",Yo asumo que me darán un aumento.,Yo asumo la posición de director.
589156365,false,finalized,3,11/12/2014 02:37:01,no,0.7009,especulo,,"Aqui no <strong>especulo</strong>, conozco un caso.",Yo especulo que sería mejor esperar.,Yo especulo sobre la teoría política de Marx.
589156366,true,golden,8,"",no,0.8779,puede,no,Si a tu hijo le encuantran una malformación física que se <strong>puede</strong> subsanar con un tratamiento y/o cirugia nadie pondrá el grito en el cielo al ver que lo llevas al médico para que se le trate y se le corrija (No esperarás a que el niño tenga 18 años y tenga madurez suficiente para decidir si quiere corregir eso o no),Esta ruta puede ser peligrosa.,José puede entrar gratuitamente por ser un estudiante.
589156367,false,finalized,3,11/11/2014 19:42:41,no,0.676,encuentro,,"El famoso <strong>encuentro</strong> en Hendaya, al aparecer, no fue como nos contaron.",Lo encuentro un poco cuestionable.,Me encuentro en casa de María.
589156368,false,finalized,3,11/11/2014 19:40:58,yes,1.0,diria,,"En resumen, te <strong>diria</strong> ahora mismo que lo hagas si os fueseis a Espanha, pero como os vais a Londres... no se, como que me entran mas dudas...",Yo diría que hay que esperar.,Mi padre diría que eso está mal.
589156369,false,finalized,3,11/11/2014 19:47:54,yes,1.0,multiples,,"de Chicago se ha hablado <strong>multiples</strong> veces, sobre todo de las preguntas que tu estas haciendo ahora.",Tenemos múltiples servicios disponibles.,Otro
589156370,false,finalized,3,11/12/2014 02:31:10,yes,1.0,siento,,@Nenuca..no sabes cuanto lo <strong>siento</strong>.,Siento que podríamos trabajar más a fondo.,Siento un dolor fuerte en el estómago.
589156371,false,finalized,3,11/11/2014 19:33:19,yes,1.0,asumo,,"Luego tu en #6 dices que has hablado con el que te alquila el coche, con lo cual en #7 yo <strong>asumo</strong> que te refieres a los requisitos para alquilar coches.... Que lio :P",Yo asumo que me darán un aumento.,Yo asumo la posición de director.
589156372,false,finalized,3,11/11/2014 19:54:50,yes,1.0,algunos,,"Que habrá <strong>algunos</strong> que lo hagan bien, no lo discuto, que sean una mayoría, bajo mi experiencia, no.",Algunos dicen que murió ahogado.,Otro
589156373,false,finalized,3,11/11/2014 19:41:59,yes,1.0,debe,,"En general la zona ""North-West"" de Inglaterra no tiene buena fama, pero no es que se este tan mal, se vive, eso si, el clima <strong>debe</strong> ser del peor de UK.",Debe de ser difícil para tu familia.,La casa debe construirse en dos semanas.
589156374,false,finalized,3,11/12/2014 02:32:34,no,1.0,algo,,"Si tuviera estos millones y millones (ya lo he dicho alguna vez) me compraría una casa en Edimburgo (base), un chalecito o <strong>algo</strong> en España (islas o costa, cerca del mar), y el resto lo dedicaría a viajar (podría estar en el Caribe uno o dos meses máximo).",La situación es algo delicada.,Vi que algo se movía ayer por la noche.
589156375,false,finalized,3,11/12/2014 02:37:01,yes,1.0,confio,,"<strong>confio</strong> en no volver para quedarme, hare todo lo que pueda por que asi sea y el hecho de no tener ""nada"" aqui me lo tomo mas como un reto que como una angustia (casi todos los dias :D )",Yo confío en que todo saldrá bien.,Confío el ciudado de mis hijos a José.
589156376,false,finalized,3,11/11/2014 19:29:17,no,0.6862,seguro,,"Ya se que seria mejor sin agencia y tal, pero voy solo y así me siento más <strong>seguro</strong>.",El evento seguro será un éxito.,No es seguro caminar por estas calles.
589156377,false,finalized,3,11/11/2014 19:40:51,yes,1.0,raramente,,"Ahora, una cosa también es cierta: quí los perros están super bien educados, <strong>raramente</strong> se te acercan cuando vas de paseo ni te molestan.",Raramente ceno en ese restaurante.,Otro
589156378,false,finalized,3,11/12/2014 02:32:33,yes,1.0,sin duda,,"Estas fotos dicen mucho del equipo que las hizo y por supuesto de esos padres orgullosos y felices de ver a sus hijas vestidas como lo que no son, pero que siguiendo este camino <strong>sin duda</strong> serán.",Sin duda el evento será un éxito.,"Al terminar la clase, quedé sin duda alguna sobre el material."
589156379,false,finalized,3,11/12/2014 02:32:33,yes,1.0,algo,,"Yo acabe harta de talk talk,cuando llame para darme de baja no me escuchaba el que me contesto al telefono,no paraba de preguntarme que que me ofrecian y me daba <strong>algo</strong> mejor,al final le colgue.",La situación es algo delicada.,Vi que algo se movía ayer por la noche.
589156380,false,finalized,3,11/12/2014 02:41:17,yes,1.0,a veces,,"Y ya se que cada uno elige su camino y que a cuada cual la vida lo lleva por un camino distinto, pero aun asi, <strong>a veces</strong> no puedo evitar los remordimientos.",A veces puedo ser un poco molesto.,Otro
589156381,false,finalized,3,11/11/2014 19:39:42,yes,1.0,generalmente,,"Y <strong>generalmente</strong> uno encuentra en ellos las mejores delicias gastronómicas de este país, como las tortillas hechas a mano (nada que ver con las tortillas de maíz que se comen en el DF).",Generalmente no salgo los jueves por la tarde.,Otro
589156382,false,finalized,3,11/11/2014 19:33:19,yes,1.0,probablemente ,,"Desde el punto de vista político, me parece lamentable y que lo que <strong>probablemente </strong>haya que hacer entonces, es reformar la Constitución.",Probablemente sea mejor que hablemos con tu familia.,Otro
589156383,false,finalized,3,11/11/2014 19:47:07,yes,0.6862,particularmente,,"Yo <strong>particularmente</strong> si llegas a B1, optaria por buscar algo en EEUU, eso si alli te comprometes a estar 12 meses minimo para que te den visado sino tienes que buscar otra opcion y te pagan vuelos, 500dl en concepto de curso de idiomas mas 195dl a la semana y en caso de tener algun titulo de infantil, ya sea magisterio infantil o algo relacionado con niños puedes optar a 250dl a la semana.",Esto no es particularmente divertido.,Otro
589156384,false,finalized,3,11/12/2014 02:29:36,yes,1.0,basicamente,,Mi idea es Alberta O Vancouver y seguir estudiando inglés para mejorarlo (Lo tengo algo bajito) y currar <strong>basicamente</strong> en lo que sea al menos al principio.,La película es básicamente una parodia.,Otro
589156385,false,finalized,3,11/11/2014 19:32:23,yes,1.0,seguramente,,"Vamos, que tu reserva está, pero <strong>seguramente</strong> el nº de referencia que tiene Iberia es distinto al de American Airlines.",El evento seguramente será un éxito.,Las contraseñas nos permiten navegar la red seguramente.
589156386,false,finalized,3,11/11/2014 19:42:41,no,0.6803,reducido,,"Es a lo que hemos <strong>reducido</strong> nuestras pertenencias, la verdad que libera.",El espacio para convivir es reducido.,Los fondos para el arte se han reducido.
589156387,false,finalized,3,11/11/2014 19:37:05,yes,1.0,podrias,,"Así <strong>podrias</strong> dejar los Estates que tantos dolores de cabeza te dan, no? Os podriais tu y tu chico a Espana, no?",Podrías considerar otra solución.,Tú podrías imaginar un mundo sin violencia.
589156388,false,finalized,3,11/11/2014 19:52:27,yes,1.0,sin duda,,"Alguien hizo las cosas mal y por eso decía que hay culpables en la esfera política, <strong>sin duda</strong>.",Sin duda el evento será un éxito.,"Al terminar la clase, quedé sin duda alguna sobre el material."
589156389,false,finalized,3,11/11/2014 19:38:27,yes,1.0,de repente,,"El otro día se me ocurrió decir que ""volaban los puñales"", (por la gente falsa que había, obviamente), y después de que todos se partiesen, <strong>de repente</strong> me explican que aquí ""puñales"" son los gays... así que claro, ya los veían a todos saliendo por la ventana.",De repente sentí muchas ganas de jugar futbol.,Otro
589156390,false,finalized,3,11/11/2014 19:40:51,yes,0.6949,casi,,Ultimamente hay inmolaciones <strong>casi</strong> a diario...La jihad hace bien su trabajo..,Ya casi no hay librerías en el pueblo.,Casi llego tarde a la junta.
589156391,false,finalized,3,11/11/2014 19:45:55,yes,1.0,supongo,,"Yo vuelvo porque tengo alli toda mi familia, muchos amigos, no tenemos problemas de hipotecas ni economicos, y <strong>supongo</strong> que eso ayuda a la hora de decidir el volver a España.",Supongo que hay que esperar.,Yo no supongo nada para la comunidad.
589156392,false,finalized,3,11/12/2014 02:41:17,yes,1.0,especulo,,"Puede que no sea un error del sistema si no de.......la relación de los distintos ordenadores con el sistema???? Bah!, no soy informático así que mejor no <strong>especulo</strong> mucho :)",Yo especulo que sería mejor esperar.,Yo especulo sobre la teoría política de Marx.
589156393,true,golden,4,"",yes,1.0,quien sabe,yes,"Exactamente, hay que aprovechar las becas, como te digo aun les faltan unos años porque todavía andan en primaria, pero si tengo ya medio ojo puesto en esos asuntos, porque supongo que en un lustro las becas serán diferentes o habrá actualizaciones, o <strong>quien sabe</strong>, capaz que me saco la loería o la casa del tec (aunque lo dudo porque nunca compro)",Quién sabe si esto funcione.,¿Quién sabe cómo resolver este problema?
589156394,false,finalized,3,11/12/2014 02:26:58,yes,1.0,reducido,,"Pérez-Reverte valoró ante el <strong>reducido</strong> auditorio su trayectoria literaria, que describió como “una borrachera de talento que se desparrama página a página como en una eterna eyaculación”.",El espacio para convivir es reducido.,Los fondos para el arte se han reducido.
589156395,false,finalized,3,11/11/2014 19:47:54,yes,1.0,basicamente,,Mis favoritos son restaurantes locales y <strong>basicamente</strong> italianos.,La película es básicamente una parodia.,Otro
589156396,false,finalized,3,11/11/2014 19:52:27,no,0.6904,principalmente,,"soy chico de 27 añopues soy nuevo ya tengo planeado ir a la ciudad de hamburgo, <strong>principalmente</strong> encontrar curro y aprender el idioma, hice un curso de aleman basico asin que lo basico lo se, ahora lo estoy repasando.",El orégano se usa principalmente como condimento.,Otro
589156397,false,finalized,3,11/11/2014 19:29:17,yes,0.6862,algun,,Asi pues si sabeis de <strong>algun</strong> caso parecido y de como puedo agilizar el tema,Algún lápiz habrá caído por la abertura.,Otro
589156398,false,finalized,3,11/11/2014 19:49:59,yes,1.0,podria,,"Y DIGO LA ADQUIRIDA PORQUE POrque por ius sanguinis (derecho de sangre) si que se podrian tener las dos nacionalidades : es decir papa ingles y mama española o viceversa,entonces sí,por ""ius sanguinis"" <strong>podria</strong> tener las dos nacionalidades.",Esta ruta podría ser peligrosa.,Yo podría imaginar un mundo sin violencia.
589156400,false,finalized,3,11/11/2014 19:42:41,yes,0.676,a veces,,"Mi marido, al ver que <strong>a veces</strong> nos ayudábamos de un trozo de pan junto con el tenedor para comer, me dijo que en Alemania eso es de mala educación, que sólo se come con cuchillo y tenedor.",A veces puedo ser un poco molesto.,Otro
589156401,false,finalized,3,11/12/2014 02:29:13,yes,0.6684,deberias,,"Pero insisto en que <strong>deberias</strong> tambien informarte de quien financia esos cursos por muy ""estatales"" que los llamen.",Deberías considerar otra solución.,Tu deberías imaginar un mundo sin violencia.
589156402,false,finalized,3,11/11/2014 19:41:59,yes,1.0,aparentemente,,"Por cierto, a alguien más le han intentado clavar por tener una BB y que <strong>aparentemente</strong> los planes de datos no sirven para las BB y tienes que pagar bastante más adicional??? Flipo un poco...Si yo lo único que quiero es tener emaaaaaail!!!",Aparentemente habrá un concierto esta tarde.,Otro
589156403,false,finalized,3,11/11/2014 19:39:42,yes,1.0,asumo,,<strong>asumo</strong> un nuevo mea culpa en mi visiónsesgada porque admito que mi sueldo sí que ha subido.,Yo asumo que me darán un aumento.,Yo asumo la posición de director.
589156404,false,finalized,3,11/12/2014 02:25:48,yes,1.0,algun,,"por cierto,  tiene razon, pueden funcionar juntos, <strong>algun</strong> rollo de configuracion, si me vas poniendo los errores que te da y lo que haces PASO POR PASO te puedo ayudar",Algún lápiz habrá caído por la abertura.,Otro
589156405,false,finalized,3,11/11/2014 19:47:52,yes,0.6862,debe,,Lo mismo <strong>debe</strong> ocurrir si la cosa es al revés.,Debe de ser difícil para tu familia.,La casa debe construirse en dos semanas.
589156406,false,finalized,3,11/12/2014 02:38:18,yes,1.0,probablemente ,,"Por esas casualidades del destino, los que vienen de países ricos (occidentales, se entiende), digamos Inglaterra,Holanda, EEUU, Bélgica, Austria, Dinamarca... suelen tener una lengua, e idiosincrasia similar a la alemana, incluso el clima de estos países de origen suele ser ""malo"", esto unido a que los inmigrantes de estos países vienen con una formación y a menudo vienen a trabajar a filiales de empresas de sus respectivos países, pues <strong>probablemente </strong>se adapten mejor a D-land que los españoles.",Probablemente sea mejor que hablemos con tu familia.,Otro
589156407,false,finalized,3,11/11/2014 19:47:07,yes,1.0,mas o menos,,"* Unas 3 semanas en llegar la carta, luego la fecha que te daran sera para el siguiente mes <strong>mas o menos</strong>.",Me dijeron más o menos qué tengo que hacer.,Usa más o menos azúcar de acuerdo a tu gusto.
589156408,false,finalized,3,11/11/2014 19:42:41,yes,0.6436,deberias,,Tu <strong>deberias</strong> hacer un blog explicando esas cosas!,Deberías considerar otra solución.,Tu deberías imaginar un mundo sin violencia.
589156409,false,finalized,3,11/11/2014 19:32:23,yes,1.0,sugiero,,"<strong>sugiero</strong> ""workaround"" para evitarlo y acierto; una semana mas en observacion; la infeccion se cansa de mi y me deja en paz.",Sugiero que esperemos un momento.,Sugiero y evoco recuerdos de la infancia al tocar el piano.
589156411,true,golden,5,"",yes,1.0,suena,yes,Me <strong>suena</strong> de haber leído por aquí que los jugadores no se sienten parte de un proyecto y que nadie sabe a qué juega el Madrid.,Tu idea me suena bien.,Las bocinas suenan demasiado fuerte.
589156412,false,finalized,3,11/11/2014 19:42:09,yes,1.0,supongo,,"Muy bonito, pero el que ha escrito el articulo...<strong>supongo</strong> que se refiere a Braunschweig, pero lo ha escrito tal y como suena.",Supongo que hay que esperar.,Yo no supongo nada para la comunidad.
589156413,false,finalized,3,11/11/2014 19:51:06,yes,0.6652,aproximadamente,,"Hola, soy Javier y tambien me marcho para Pekin en un mes <strong>aproximadamente</strong> a trabajar.",La pared mide aproximadamente 15 metros.,Otro
589156415,false,finalized,3,11/11/2014 19:45:55,yes,0.6652,varios,,La idea de ir a vivir a Miami surjió después de animarnos a ir a Estados Unidos a trabajar y después de mirar <strong>varios</strong> sitios hemos pensado que es el mejor (a nuestro criterio).,Tenemos varios servicios disponibles.,Otro
589156417,false,finalized,3,11/11/2014 19:37:00,yes,1.0,espero,,Gracias y <strong>espero</strong> que nadie tenga problemas con ningún vuelo :),Espero que todo salga bien.,Espero una respuesta antes del Lunes.
589156418,false,finalized,3,11/11/2014 19:32:23,yes,0.6234,reducido,,Nosostros hemos <strong>reducido</strong> jornada los dos @DorisDay.,El espacio para convivir es reducido.,Los fondos para el arte se han reducido.
589156419,false,finalized,3,11/12/2014 02:36:33,yes,0.676,necesariamente,,"Eso sí, del mismo tipo que el puesto ofertado (que efectivamente debe ser cualificado y no <strong>necesariamente</strong> univesitario).",No necesariamente lloverá esta tarde.,La ciencia política está necesariamente conectada a la economía.
589156420,false,finalized,3,11/12/2014 02:37:01,no,0.6838,poco,,"El caso es que por lo menos yo e imagino que mucha gente, poco a <strong>poco</strong> ves como la situación ya deja pruebas a la vista de lo delicada que es y cada vez mas; gente discutiendo en los hipermercados con las cajeras por precios, tarjetas de pago etc. vecinos a los que les embargan los pisos con hijos de 10 años y madres solteras, etc etc etc etc etc etc.",Sería poco prudente hablarle de esa manera.,Hay poco entusiasmo en el público.
589156421,false,finalized,3,11/12/2014 02:36:33,yes,1.0,suena,,"Me <strong>suena</strong> un poco a publicidad gratuita, de todas formas",Tu idea me suena bien.,Las bocinas suenan demasiado fuerte.
589156422,false,finalized,3,11/12/2014 02:26:58,yes,1.0,deberias,,<strong>deberias</strong> advertir que el post es un Artículo.,Deberías considerar otra solución.,Tu deberías imaginar un mundo sin violencia.
589156423,false,finalized,3,11/12/2014 02:42:22,no,0.6803,puede,,Me voy alli a estudiar un Msc ahora en Setiembre... alguien <strong>puede</strong> decirme algo sobre el lugar?,Esta ruta puede ser peligrosa.,José puede entrar gratuitamente por ser un estudiante.
589156424,false,finalized,3,11/11/2014 19:40:58,yes,1.0,un par,,"Cuando ya llevas <strong>un par</strong> de semanas aqui empiezas a echar de menos a tu familia y lo bien que estabas en Espana, pero realmente es una experiencia positiva.",Tengo un par de sugerencias.,La tercia vence al par en un juego de póquer.
589156425,false,finalized,3,11/12/2014 02:28:24,yes,1.0,asumo,,"<strong>asumo</strong> que eres mujer...  ora et labora, hermana.",Yo asumo que me darán un aumento.,Yo asumo la posición de director.
589156426,false,finalized,3,11/11/2014 19:56:44,yes,0.6457,quien sabe,,"a finales de junio acabo un master y quiero marcharme sin billete de vuelta a bristol, aunque calculo que como mucho estaría hasta Navidad (aunque... <strong>quien sabe</strong>) necesito aprender mucho mucho mucho inglés para completar la formación de ese máster que estoy cursando.",Quién sabe si esto funcione.,¿Quién sabe cómo resolver este problema?
589156427,false,finalized,3,11/12/2014 02:25:48,yes,1.0,entiendo,,"Sí, KD, yo también te <strong>entiendo</strong>.",Entiendo si no puedes asistir a mi fiesta.,Yo entiendo la tarea de matemáticas.
589156429,false,finalized,3,11/12/2014 02:26:58,yes,1.0,la mayoria,,"Si hablas del matrimonio entre parejas del mismo sexo, por ejemplo, si se le quita ese derecho es porque no esta legalizados en <strong>la mayoria</strong> de estados.",La mayoría de ustedes me conoce.,Otro
589156430,false,finalized,3,11/12/2014 02:25:48,yes,1.0,bastantes,,"Mírate en Google ""fraudes científicos""... precedentes hay <strong>bastantes</strong> como para no creer en alguien ciegamente.",Hay bastantes cosas por hacer.,Otro
589156431,false,finalized,3,11/11/2014 19:56:44,yes,0.6457,creo,,"no <strong>creo</strong> ke sea cuestion de paises, si no mas bien de personas... da iwal ke estés en china como en España!! la gente es iwal de apañá",Yo creo que hay que esperar.,Yo creo en la resurrección de Jesucristo.
589156432,false,finalized,3,11/11/2014 19:52:27,yes,0.6862,practicamente,,Donde me gustó mucho fue Laos y Camboya que <strong>practicamente</strong> se habían abierto al turismo cuando estuve.,La película es prácticamente una parodia.,Otro
589156433,false,finalized,3,11/11/2014 19:47:52,yes,1.0,principalmente,,"Mis hijos han nacido aquí y hablan <strong>principalmente</strong> Alemán, un poco de Español y un poco de Búlgaro.",El orégano se usa principalmente como condimento.,Otro
589156434,false,finalized,3,11/11/2014 19:47:52,yes,1.0,imagino,,"Bueno pitguigo a mi se me hace increible tambien, ahora si que estoy yo tambien confundido ¡! porque resulta que a mi me quedaba claro, que en inmigración de cualquier aeropuerto USA si saben cuando te vas, por el registro de pasajeros <strong>imagino</strong>... Pero en el caso que cuentas, me parece bastante sorprendente que no tengan control en cuanto a si te vas o no.",Imagino que hay que actuar cuanto antes.,Imagino un mundo sin violencia.
589156435,false,finalized,3,11/11/2014 19:40:51,no,1.0,puede,,"En realidad cualquier tienda <strong>puede</strong> prohibir o no los perros (las de comida no tienen mas remedio), depende del dueno.",Esta ruta puede ser peligrosa.,José puede entrar gratuitamente por ser un estudiante.
589156436,false,finalized,3,11/11/2014 19:47:54,yes,0.6864,un poco,,"En fin, tengo una situación <strong>un poco</strong> delicada y no sé por dónde va a salirnos el tema...",Es un poco atrevido hablarle de esa manera.,Preparé un poco de pollo para la comida.
589156437,false,finalized,3,11/12/2014 02:13:56,yes,0.6652,medio,,"a mi me paso igual y bueno me apañe un coche <strong>medio</strong> regular y voy al pueblecino donde trabajo, a media hora.",Juan está medio loco.,Mi asiento es el de en medio.
589156438,false,finalized,3,11/11/2014 19:47:52,yes,0.6904,confio,,"bueno bada <strong>confio</strong> en ti para que escribas algo que llegue, y como dices tu ""aderezado"" con los comentarios de los spaniardos jjajaja",Yo confío en que todo saldrá bien.,Confío el ciudado de mis hijos a José.
589156439,false,finalized,3,11/12/2014 02:32:34,yes,1.0,varios,,Personalmente he estado con <strong>varios</strong> visados temporales de distintos tipos hasta que he aplicado este año para la residencia.,Tenemos varios servicios disponibles.,Otro
589156440,true,golden,7,"",yes,1.0,aproximadamente,yes,En mi academia querían que les enseñara <strong>aproximadamente</strong> 1500$ por mes que estuviera allí.,La pared mide aproximadamente 15 metros.,Otro
589156441,false,finalized,3,11/12/2014 02:34:20,no,1.0,virtualmente,,"joooo, Dussy, es que sebas es el único que coquetea conmigo, aunque sólo sea platónicamente, y a una le gusta que le regalen el oído aunque sea <strong>virtualmente</strong>, :D",Es virtualmente imposible cruzar el valle caminando.,Yo me comunico virtualmente a través de mi computadora.
589156442,false,finalized,3,11/11/2014 19:40:51,no,0.6864,alguna,,"Mejor no hablemos de las fiestas de la espuma que nos banean directamente, no se si <strong>alguna</strong> vez estuviste en las dalias.........dios mio de mi vida...las cosas que se veian alli, hacen que lo de las palomitas sea una partida al parchis.",Alguna pluma habrá caído por la abertura.,Otro
589156443,false,finalized,3,11/12/2014 02:38:18,yes,1.0,virtualmente,,"Pero bueno, parece que algunos necesitan pegarse a muerte <strong>virtualmente</strong> para desahogarse o algo.",Es virtualmente imposible cruzar el valle caminando.,Yo me comunico virtualmente a través de mi computadora.
589156444,false,finalized,3,11/12/2014 02:38:18,yes,1.0,aparentemente,,"<strong>aparentemente</strong>, las tuberias se habian congelado asi que no podiamos utilizar los grifos, no podiamos ducharnos ni nada, con lo cual celebrar una fiesta quedaba fuera de toda posibilidad y estuvimos con todo empantanado durante una semana.",Aparentemente habrá un concierto esta tarde.,Otro
589156445,false,finalized,3,11/12/2014 02:42:22,no,0.6803,seguido,,"Pues si tuviera que arrepentirme de algo realmente, sería de no haber <strong>seguido</strong> estudiando sueco y no haberme ido a Suecia, o de haber dejado marchar a mi rusoespañol, o de no haberme casado con mi escocés.",Mis padres me visitan muy seguido.,Otro
589156446,false,finalized,3,11/11/2014 19:37:47,yes,1.0,tal vez,,¿<strong>tal vez</strong> pq son 'muy diferentes' a los demás?,Tal vez sea mejor que hablemos con tu familia.,Otro
589156447,false,finalized,3,11/12/2014 02:28:24,no,1.0,necesariamente,,"Se tiene que apoyar <strong>necesariamente</strong> en lo colectivo, no le queda otra opción, quiera o no quiera.",No necesariamente lloverá esta tarde.,La ciencia política está necesariamente conectada a la economía.
589156448,false,finalized,3,11/11/2014 19:38:27,yes,1.0,algun,,"No se si eso llegaré a superarlo <strong>algun</strong> día, espero que sí, porque si no se me complicarían mucho las cosas.",Algún lápiz habrá caído por la abertura.,Otro
589156449,false,finalized,3,11/11/2014 19:47:07,yes,1.0,parcialmente,,"Cuando se puede ver algo o en este caso ver alguien que es honesto o <strong>parcialmente</strong> directa o indirectamente con sus sentimientos es posible tomar las decisiones adecuadas, pero y si es lo opuesto?",Lo que dices es parcialmente verdadero.,Otro
589156450,false,finalized,3,11/11/2014 19:38:27,yes,1.0,creo,,"Hola Marcos, aquí estuvo un colega mío de Canarias viviendo un tiempo y <strong>creo</strong> que está muy bien, a ver si lo localizo y te informo porque está viviendo en Praga y hace tiempo que no hablo con el....",Yo creo que hay que esperar.,Yo creo en la resurrección de Jesucristo.
589156451,false,finalized,3,11/12/2014 02:25:48,yes,0.6742,tecnicamente,,"<strong>tecnicamente</strong>, el sistema bancario espanyol esta quebrado, si se mantiene con el dinero publico o con lo que vende espanya en bonos...que al final pagamos entre todos...",Técnicamente no es una respuesta correcta.,Los resultados del estudio son técnicamente precisos.
589156452,false,finalized,3,11/12/2014 02:29:36,yes,1.0,por decir algo,,"Para seguir a los A-levels (que es el GCE, el General Certificate of Education) los colleges o sixth-forms (en Reino Unido un ""college"" hace referencia o bien a un colegio mayor de Oxbridge o bien a un instituto, no a la universidad como en Estados Unidos) te piden 5 GCSE entre A* y C. Se suelen hacer entre 8 y 11, <strong>por decir algo</strong>, aunque también hay gente que hace 7 y gente que hace 15.","Podrías salir a comer, por decir algo.",Castigaron a Manuel por decir algo ofensivo.
589156453,false,finalized,3,11/12/2014 02:37:01,yes,1.0,practicamente,,"Pero sin saber el ingles, aunque sea basico/intermedio es <strong>practicamente</strong> imposible encontrar trabajo aqui, a menos que sea de limpiador o de taxista...y aveces ni eso!",La película es prácticamente una parodia.,Otro
589156454,false,finalized,3,11/12/2014 02:25:48,yes,1.0,frecuentemente,,"La nobleza, como los príncipes/as herederos tienen obligaciones reproductivas, así que el amor es secundario y <strong>frecuentemente</strong> el amor se convierte en esos casos, en prisiones para toda la vida.",Mis padres me visitan frecuentemente.,Otro
589156455,false,finalized,3,11/11/2014 19:54:50,yes,1.0,particularmente,,"SI bien es cierto que algunos se fueron de ilegales en los 60 y 70 también hay que destacar los millones que no se fueron de esa manera, yo <strong>particularmente</strong> en Venezuela puedo decir que los miles de Españoles que conocí, ninguno que haya estado o ingresado de forma irregular.",Esto no es particularmente divertido.,Otro
589156456,false,finalized,3,11/11/2014 19:51:06,yes,1.0,sugiero,,"Pues si te <strong>sugiero</strong> un lugar (no he estado en demasiados pero quizas sea uno de los lugares mas bellos y no es un destino turistico tan explotado) la costa amalfitana en Italia, cerca de Napoles y en frente de Capri, es un sitio mediterraneo pero bestial!",Sugiero que esperemos un momento.,Sugiero y evoco recuerdos de la infancia al tocar el piano.
589156457,false,finalized,3,11/11/2014 19:56:44,no,1.0,entiendo,,No <strong>entiendo</strong> el comentario de @malagueño... que tienes contra  ? a mi me parece muy coherente lo que ha dicho....,Entiendo si no puedes asistir a mi fiesta.,Yo entiendo la tarea de matemáticas.
589156458,false,finalized,3,11/11/2014 19:39:42,yes,1.0,mas o menos,,"Además ese ""¿cómo estás?"" suele ir seguido de una charla <strong>mas o menos</strong> prolongada, dependiendo del tiempo que estéis sin veros y del grado de afecto o conocimiento que se tengan los que se hayan saludado.",Me dijeron más o menos qué tengo que hacer.,Usa más o menos azúcar de acuerdo a tu gusto.
589156459,false,finalized,3,11/12/2014 02:36:33,yes,1.0,usualmente,,"La cantidad de dinero a demostrar es a la escuela y a la embajada, aunque <strong>usualmente</strong> la embajada no te lo miran, ya que se fian de la escuela y del I 20 que te dan, aunque de todas formas tienes que llevarlo a la entrevista en la embajada.",Usualmente no salgo los jueves por la tarde.,Otro
589156460,false,finalized,3,11/12/2014 02:36:33,yes,1.0,la mayoria,,"A eso le hemos añadido el matiz social de la comida, que se traduce en comer con aquellos con quienes también compartes casa, repartiéndose los turnos de cocinar, fregar, etc. Es por pura sociabilidad y organización, porque a <strong>la mayoria</strong> nos gusta compartir ese rato con la familia, pareja, amigos, compañeros, etc...al menos una vez al día si se puede.",La mayoría de ustedes me conoce.,Otro
589156461,false,finalized,3,11/12/2014 02:31:10,yes,1.0,algunos,,"Menuda demagogia acida arrastran <strong>algunos</strong>, cuando lo normal seria alegrarse sin condiciones.",Algunos dicen que murió ahogado.,Otro
